timestamp,rSpeedFiltered,lSpeedFiltered,RCtrl
1755336544395,0.000000,0.000000,0.000000
1755336544405,0.000000,0.000000,0.000000
1755336544405,0.000000,0.000000,0.000000
1755336544405,0.000000,0.000000,0.000000
1755336544405,0.000000,0.000000,0.000000
1755336544405,0.000000,0.000000,0.000000
1755336544405,0.000000,0.000000,0.000000
1755336544405,0.000000,0.000000,0.000000
1755336544416,0.000000,0.000000,0.000000
1755336544416,0.000000,0.000000,0.000000
1755336544416,0.000000,0.000000,0.000000
1755336544416,0.000000,0.000000,0.000000
1755336544416,0.000000,0.000000,0.000000
1755336544416,0.000000,0.000000,0.000000
1755336544426,0.000000,0.000000,0.000000
1755336544426,0.000000,0.000000,0.000000
1755336544426,0.000000,0.000000,0.000000
1755336544426,0.000000,0.000000,0.000000
1755336544426,0.000000,0.000000,0.000000
1755336544426,0.000000,0.000000,0.000000
1755336544426,0.000000,0.000000,0.000000
1755336544436,0.000000,0.000000,0.000000
1755336544436,0.000000,0.000000,0.000000
1755336544436,0.000000,0.000000,0.000000
1755336544436,0.000000,0.000000,0.000000
1755336544436,0.000000,0.000000,0.000000
1755336544436,0.000000,0.000000,0.000000
1755336544436,0.000000,0.000000,0.000000
1755336544445,0.000000,0.000000,0.000000
1755336544445,0.000000,0.000000,0.000000
1755336544445,0.000000,0.000000,0.000000
1755336544445,0.000000,0.000000,0.000000
1755336544445,0.000000,0.000000,0.000000
1755336544453,0.000000,0.000000,0.000000
1755336544453,0.000000,0.000000,0.000000
1755336544453,0.000000,0.000000,0.000000
1755336544453,0.000000,0.000000,0.000000
1755336544453,0.000000,0.000000,0.000000
1755336544462,0.000000,0.000000,0.000000
1755336544462,0.000000,0.000000,0.000000
1755336544462,0.000000,0.000000,0.000000
1755336544462,0.000000,0.000000,0.000000
1755336544462,0.000000,0.000000,0.000000
1755336544462,0.000000,0.000000,0.000000
1755336544470,0.000000,0.000000,0.000000
1755336544470,0.000000,0.000000,0.000000
1755336544470,0.000000,0.000000,0.000000
1755336544470,0.000000,0.000000,0.000000
1755336544470,0.000000,0.000000,0.000000
1755336544478,0.000000,0.000000,0.000000
1755336544478,0.000000,0.000000,0.000000
1755336544478,0.000000,0.000000,0.000000
1755336544478,0.000000,0.000000,0.000000
1755336544478,0.000000,0.000000,0.000000
1755336544478,0.000000,0.000000,0.000000
1755336544486,0.000000,0.000000,0.000000
1755336544486,0.000000,0.000000,0.000000
1755336544486,0.000000,0.000000,0.000000
1755336544486,0.000000,0.000000,0.000000
1755336544486,0.000000,0.000000,0.000000
1755336544493,0.000000,0.000000,0.000000
1755336544493,0.000000,0.000000,0.000000
1755336544493,0.000000,0.000000,0.000000
1755336544493,0.000000,0.000000,0.000000
1755336544500,0.000000,0.000000,0.000000
1755336544500,0.000000,0.000000,0.000000
1755336544500,0.000000,0.000000,0.000000
1755336544500,0.000000,0.000000,0.000000
1755336544500,0.000000,0.000000,0.000000
1755336544507,0.000000,0.000000,0.000000
1755336544507,0.000000,0.000000,0.000000
1755336544507,0.000000,0.000000,0.000000
1755336544507,0.000000,0.000000,0.000000
1755336544507,0.000000,0.000000,0.000000
1755336544516,0.000000,0.000000,0.000000
1755336544516,0.000000,0.000000,0.000000
1755336544516,0.000000,0.000000,0.000000
1755336544516,0.000000,0.000000,0.000000
1755336544516,0.000000,0.000000,0.000000
1755336544523,0.000000,0.000000,0.000000
1755336544529,0.000000,0.000000,0.000000
1755336544529,0.000000,0.000000,0.000000
1755336544529,0.000000,0.000000,0.000000
1755336544529,0.000000,0.000000,0.000000
1755336544537,0.000000,0.000000,0.000000
1755336544537,0.000000,0.000000,0.000000
1755336544537,0.000000,0.000000,0.000000
1755336544537,0.000000,0.000000,0.000000
1755336544538,0.000000,0.000000,0.000000
1755336544538,0.000000,0.000000,0.000000
1755336544538,0.000000,0.000000,0.000000
1755336544538,0.000000,0.000000,0.000000
1755336544538,0.000000,0.000000,0.000000
1755336544547,0.000000,0.000000,0.000000
1755336544547,0.000000,0.000000,0.000000
1755336544547,0.000000,0.000000,0.000000
1755336544547,0.000000,0.000000,0.000000
1755336544547,0.000000,0.000000,0.000000
1755336544547,0.000000,0.000000,0.000000
1755336544547,0.000000,0.000000,0.000000
1755336544556,0.000000,0.000000,0.000000
1755336544556,0.000000,0.000000,0.000000
1755336544556,0.000000,0.000000,0.000000
1755336544556,0.000000,0.000000,0.000000
1755336544556,0.000000,0.000000,0.000000
1755336544557,0.000000,0.000000,0.000000
1755336544565,0.000000,0.000000,0.000000
1755336544565,0.000000,0.000000,0.000000
1755336544565,0.000000,0.000000,0.000000
1755336544565,0.000000,0.000000,0.000000
1755336544565,0.000000,0.000000,0.000000
1755336544565,0.000000,0.000000,0.000000
1755336544573,0.000000,0.000000,0.000000
1755336544573,0.000000,0.000000,0.000000
1755336544573,0.000000,0.000000,0.000000
1755336544573,0.000000,0.000000,0.000000
1755336544581,0.000000,0.000000,0.000000
1755336544582,0.000000,0.000000,0.000000
1755336544582,0.000000,0.000000,0.000000
1755336544582,0.000000,0.000000,0.000000
1755336544582,0.000000,0.000000,0.000000
1755336544582,0.000000,0.000000,0.000000
1755336544590,0.000000,0.000000,0.000000
1755336544590,0.000000,0.000000,0.000000
1755336544590,0.000000,0.000000,0.000000
1755336544590,0.000000,0.000000,0.000000
1755336544590,0.000000,0.000000,0.000000
1755336544598,0.000000,0.000000,0.000000
1755336544598,0.000000,0.000000,0.000000
1755336544598,0.000000,0.000000,0.000000
1755336544598,0.000000,0.000000,0.000000
1755336544598,0.000000,0.000000,0.000000
1755336544598,0.000000,0.000000,0.000000
1755336544606,0.000000,0.000000,0.000000
1755336544606,0.000000,0.000000,0.000000
1755336544606,0.000000,0.000000,0.000000
1755336544606,0.000000,0.000000,0.000000
1755336544614,0.000000,0.000000,0.000000
1755336544615,0.000000,0.000000,0.000000
1755336544615,0.000000,0.000000,0.000000
1755336544615,0.000000,0.000000,0.000000
1755336544615,0.000000,0.000000,0.000000
1755336544615,0.000000,0.000000,0.000000
1755336544615,0.000000,0.000000,0.000000
1755336544622,0.000000,0.000000,0.000000
1755336544622,0.000000,0.000000,0.000000
1755336544622,0.000000,0.000000,0.000000
1755336544622,0.000000,0.000000,0.000000
1755336544622,0.000000,0.000000,0.000000
1755336544630,0.000000,0.000000,0.000000
1755336544630,0.000000,0.000000,0.000000
1755336544630,0.000000,0.000000,0.000000
1755336544630,0.000000,0.000000,0.000000
1755336544630,0.000000,0.000000,0.000000
1755336544637,0.000000,0.000000,0.000000
1755336544637,0.000000,0.000000,0.000000
1755336544637,0.000000,0.000000,0.000000
1755336544637,0.000000,0.000000,0.000000
1755336544645,0.000000,0.000000,0.000000
1755336544645,0.000000,0.000000,0.000000
1755336544645,0.000000,0.000000,0.000000
1755336544645,0.000000,0.000000,0.000000
1755336544645,0.000000,0.000000,0.000000
1755336544645,0.000000,0.000000,0.000000
1755336544652,0.000000,0.000000,0.000000
1755336544652,0.000000,0.000000,0.000000
1755336544652,0.000000,0.000000,0.000000
1755336544652,0.000000,0.000000,0.000000
1755336544659,0.000000,0.000000,0.000000
1755336544659,0.000000,0.000000,0.000000
1755336544659,0.000000,0.000000,0.000000
1755336544659,0.000000,0.000000,0.000000
1755336544659,0.000000,0.000000,0.000000
1755336544666,0.000000,0.000000,0.000000
1755336544666,0.000000,0.000000,0.000000
1755336544666,0.000000,0.000000,0.000000
1755336544666,0.000000,0.000000,0.000000
1755336544674,0.000000,0.000000,0.000000
1755336544674,0.000000,0.000000,0.000000
1755336544674,0.000000,0.000000,0.000000
1755336544674,0.000000,0.000000,0.000000
1755336544674,0.000000,0.000000,0.000000
1755336544682,0.000000,0.000000,0.000000
1755336544682,0.000000,0.000000,0.000000
1755336544682,0.000000,0.000000,0.000000
1755336544682,0.000000,0.000000,0.000000
1755336544682,0.000000,0.000000,0.000000
1755336544682,0.000000,0.000000,0.000000
1755336544690,0.000000,0.000000,0.000000
1755336544690,0.000000,0.000000,0.000000
1755336544690,0.000000,0.000000,0.000000
1755336544690,0.000000,0.000000,0.000000
1755336544697,0.000000,0.000000,0.000000
1755336544697,0.000000,0.000000,0.000000
1755336544697,0.000000,0.000000,0.000000
1755336544697,0.000000,0.000000,0.000000
1755336544697,0.000000,0.000000,0.000000
1755336544704,0.000000,0.000000,0.000000
1755336544704,0.000000,0.000000,0.000000
1755336544704,0.000000,0.000000,0.000000
1755336544704,0.000000,0.000000,0.000000
1755336544710,0.000000,0.000000,0.000000
1755336544711,0.000000,0.000000,0.000000
1755336544711,0.000000,0.000000,0.000000
1755336544711,0.000000,0.000000,0.000000
1755336544711,0.000000,0.000000,0.000000
1755336544717,0.000000,0.000000,0.000000
1755336544717,0.000000,0.000000,0.000000
1755336544717,0.000000,0.000000,0.000000
1755336544717,0.000000,0.000000,0.000000
1755336544724,0.000000,0.000000,0.000000
1755336544724,0.000000,0.000000,0.000000
1755336544724,0.000000,0.000000,0.000000
1755336544724,0.000000,0.000000,0.000000
1755336544731,0.000000,0.000000,0.000000
1755336544731,0.000000,0.000000,0.000000
1755336544731,0.000000,0.000000,0.000000
1755336544731,0.000000,0.000000,0.000000
1755336544731,0.000000,0.000000,0.000000
1755336544731,0.000000,0.000000,0.000000
1755336544737,0.000000,0.000000,0.000000
1755336544737,0.000000,0.000000,0.000000
1755336544737,0.000000,0.000000,0.000000
1755336544737,0.000000,0.000000,0.000000
1755336544744,0.000000,0.000000,0.000000
1755336544744,0.000000,0.000000,0.000000
1755336544744,0.000000,0.000000,0.000000
1755336544744,0.000000,0.000000,0.000000
1755336544751,0.000000,0.000000,0.000000
1755336544751,0.000000,0.000000,0.000000
1755336544751,0.000000,0.000000,0.000000
1755336544751,0.000000,0.000000,0.000000
1755336544758,0.000000,0.000000,0.000000
1755336544758,0.000000,0.000000,0.000000
1755336544758,0.000000,0.000000,0.000000
1755336544758,0.000000,0.000000,0.000000
1755336544758,0.000000,0.000000,0.000000
1755336544766,0.000000,0.000000,0.000000
1755336544766,0.000000,0.000000,0.000000
1755336544766,0.000000,0.000000,0.000000
1755336544766,0.000000,0.000000,0.000000
1755336544766,0.000000,0.000000,0.000000
1755336544773,0.000000,0.000000,0.000000
1755336544773,0.000000,0.000000,0.000000
1755336544773,0.000000,0.000000,0.000000
1755336544773,0.000000,0.000000,0.000000
1755336544780,0.000000,0.000000,0.000000
1755336544780,0.000000,0.000000,0.000000
1755336544780,0.000000,0.000000,0.000000
1755336544780,0.000000,0.000000,0.000000
1755336544780,0.000000,0.000000,0.000000
1755336544780,0.000000,0.000000,0.000000
1755336544786,0.000000,0.000000,0.000000
1755336544786,0.000000,0.000000,0.000000
1755336544786,0.000000,0.000000,0.000000
1755336544793,0.000000,0.000000,0.000000
1755336544793,0.000000,0.000000,0.000000
1755336544793,0.000000,0.000000,0.000000
1755336544793,0.000000,0.000000,0.000000
1755336544793,0.000000,0.000000,0.000000
1755336544800,0.000000,0.000000,0.000000
1755336544800,0.000000,0.000000,0.000000
1755336544800,0.000000,0.000000,0.000000
1755336544800,0.000000,0.000000,0.000000
1755336544800,0.000000,0.000000,0.000000
1755336544807,0.000000,0.000000,0.000000
1755336544807,0.000000,0.000000,0.000000
1755336544807,0.000000,0.000000,0.000000
1755336544807,0.000000,0.000000,0.000000
1755336544816,0.000000,0.000000,0.000000
1755336544816,0.000000,0.000000,0.000000
1755336544816,0.000000,0.000000,0.000000
1755336544816,0.000000,0.000000,0.000000
1755336544816,0.000000,0.000000,0.000000
1755336544822,0.000000,0.000000,0.000000
1755336544822,0.000000,0.000000,0.000000
1755336544822,0.000000,0.000000,0.000000
1755336544822,0.000000,0.000000,0.000000
1755336544822,0.000000,0.000000,0.000000
1755336544829,0.000000,0.000000,0.000000
1755336544829,0.000000,0.000000,0.000000
1755336544829,0.000000,0.000000,0.000000
1755336544829,0.000000,0.000000,0.000000
1755336544829,0.000000,0.000000,0.000000
1755336544836,0.000000,0.000000,0.000000
1755336544836,0.000000,0.000000,0.000000
1755336544836,0.000000,0.000000,0.000000
1755336544836,0.000000,0.000000,0.000000
1755336544844,0.000000,0.000000,0.000000
1755336544844,0.000000,0.000000,0.000000
1755336544844,0.000000,0.000000,0.000000
1755336544844,0.000000,0.000000,0.000000
1755336544844,0.000000,0.000000,0.000000
1755336544849,0.000000,0.000000,0.000000
1755336544849,0.000000,0.000000,0.000000
1755336544849,0.000000,0.000000,0.000000
1755336544856,0.000000,0.000000,0.000000
1755336544856,0.000000,0.000000,0.000000
1755336544856,0.000000,0.000000,0.000000
1755336544856,0.000000,0.000000,0.000000
1755336544856,0.000000,0.000000,0.000000
1755336544863,0.000000,0.000000,0.000000
1755336544863,0.000000,0.000000,0.000000
1755336544863,0.000000,0.000000,0.000000
1755336544863,0.000000,0.000000,0.000000
1755336544869,0.000000,0.000000,0.000000
1755336544869,0.000000,0.000000,0.000000
1755336544869,0.000000,0.000000,0.000000
1755336544869,0.000000,0.000000,0.000000
1755336544875,0.000000,0.000000,0.000000
1755336544875,0.000000,0.000000,0.000000
1755336544875,0.000000,0.000000,0.000000
1755336544875,0.000000,0.000000,0.000000
1755336544881,0.000000,0.000000,0.000000
1755336544881,0.000000,0.000000,0.000000
1755336544881,0.000000,0.000000,0.000000
1755336544881,0.000000,0.000000,0.000000
1755336544887,0.000000,0.000000,0.000000
1755336544887,0.000000,0.000000,0.000000
1755336544887,0.000000,0.000000,0.000000
1755336544887,0.000000,0.000000,0.000000
1755336544894,0.000000,0.000000,0.000000
1755336544894,0.000000,0.000000,0.000000
1755336544894,0.000000,0.000000,0.000000
1755336544894,0.000000,0.000000,0.000000
1755336544894,0.000000,0.000000,0.000000
1755336544900,0.000000,0.000000,0.000000
1755336544900,0.000000,0.000000,0.000000
1755336544900,0.000000,0.000000,0.000000
1755336544900,0.000000,0.000000,0.000000
1755336544908,0.000000,0.000000,0.000000
1755336544908,0.000000,0.000000,0.000000
1755336544908,0.000000,0.000000,0.000000
1755336544908,0.000000,0.000000,0.000000
1755336544908,0.000000,0.000000,0.000000
1755336544916,0.000000,0.000000,0.000000
1755336544916,0.000000,0.000000,0.000000
1755336544916,0.000000,0.000000,0.000000
1755336544916,0.000000,0.000000,0.000000
1755336544922,0.000000,0.000000,0.000000
1755336544922,0.000000,0.000000,0.000000
1755336544922,0.000000,0.000000,0.000000
1755336544922,0.000000,0.000000,0.000000
1755336544922,0.000000,0.000000,0.000000
1755336544928,0.000000,0.000000,0.000000
1755336544928,0.000000,0.000000,0.000000
1755336544928,0.000000,0.000000,0.000000
1755336544928,0.000000,0.000000,0.000000
