timestamp,encoderLSpeed,speed
1.75526E+12,0,0
1.75526E+12,0,0
1.75526E+12,0,0
1.75526E+12,0,0
1.75526E+12,0,-13.042903
1.75526E+12,0,-13.042903
1.75526E+12,0,-13.042903
1.75526E+12,0,-13.042903
1.75526E+12,0,-13.042903
1.75526E+12,0,-17.356546
1.75526E+12,0,-17.356546
1.75526E+12,0,-17.356546
1.75526E+12,0,-17.356546
1.75526E+12,0,-17.356546
1.75526E+12,0,-21.348989
1.75526E+12,0,-21.348989
1.75526E+12,0,-21.348989
1.75526E+12,0,-21.348989
1.75526E+12,0,-21.348989
1.75526E+12,0,-25.25519
1.75526E+12,0,-25.25519
1.75526E+12,0,-25.25519
1.75526E+12,0,-25.25519
1.75526E+12,0,-25.25519
1.75526E+12,0,-29.202753
1.75526E+12,0,-29.202753
1.75526E+12,0,-29.202753
1.75526E+12,0,-29.202753
1.75526E+12,0,-29.202753
1.75526E+12,0,-33.098793
1.75526E+12,0,-33.098793
1.75526E+12,0,-33.098793
1.75526E+12,0,-33.098793
1.75526E+12,0,-33.098793
1.75526E+12,0,-37.196888
1.75526E+12,0,-37.196888
1.75526E+12,0,-37.196888
1.75526E+12,0,-37.196888
1.75526E+12,0,-37.196888
1.75526E+12,0,-41.182903
1.75526E+12,0,-41.182903
1.75526E+12,0,-41.182903
1.75526E+12,0,-41.182903
1.75526E+12,0,-41.182903
1.75526E+12,0,-45.298706
1.75526E+12,0,-45.298706
1.75526E+12,0,-45.298706
1.75526E+12,0,-45.298706
1.75526E+12,0,-45.298706
1.75526E+12,0,-49.393749
1.75526E+12,0,-49.393749
1.75526E+12,0,-49.393749
1.75526E+12,0,-49.393749
1.75526E+12,0,-49.393749
1.75526E+12,0,-53.942749
1.75526E+12,0,-53.942749
1.75526E+12,0,-53.942749
1.75526E+12,0,-53.942749
1.75526E+12,0,-53.942749
1.75526E+12,0,-58.301308
1.75526E+12,0,-58.301308
1.75526E+12,0,-58.301308
1.75526E+12,0,-58.301308
1.75526E+12,0,-58.301308
1.75526E+12,0,-62.786903
1.75526E+12,0,-62.786903
1.75526E+12,0,-62.786903
1.75526E+12,0,-62.786903
1.75526E+12,0,-62.786903
1.75526E+12,0,-62.715805
1.75526E+12,0,-62.715805
1.75526E+12,0,-62.715805
1.75526E+12,0,-62.715805
1.75526E+12,0,-62.715805
1.75526E+12,0,-62.692299
1.75526E+12,0,-62.692299
1.75526E+12,0,-62.692299
1.75526E+12,0,-62.692299
1.75526E+12,0,-62.692299
1.75526E+12,0,-62.826206
1.75526E+12,0,-62.826206
1.75526E+12,0,-62.826206
1.75526E+12,0,-62.826206
1.75526E+12,0,-62.826206
1.75526E+12,0,-63.230434
1.75526E+12,0,-63.230434
1.75526E+12,0,-63.230434
1.75526E+12,0,-63.230434
1.75526E+12,0,-63.230434
1.75526E+12,0,-63.532536
1.75526E+12,0,-63.532536
1.75526E+12,0,-63.532536
1.75526E+12,0,-63.532536
1.75526E+12,0,-63.532536
1.75526E+12,0,-64.172867
1.75526E+12,0,-64.172867
1.75526E+12,0,-64.172867
1.75526E+12,0,-64.172867
1.75526E+12,0,-64.172867
1.75526E+12,0,-64.495468
1.75526E+12,0,-64.495468
1.75526E+12,0,-64.495468
1.75526E+12,0,-64.495468
1.75526E+12,0,-64.495468
1.75526E+12,0,-64.771927
1.75526E+12,0,-64.771927
1.75526E+12,0,-64.771927
1.75526E+12,0,-64.771927
1.75526E+12,0,-64.771927
1.75526E+12,0,-64.842445
1.75526E+12,0,-64.842445
1.75526E+12,0,-64.842445
1.75526E+12,0,-64.842445
1.75526E+12,0,-64.842445
1.75526E+12,0,-64.818184
1.75526E+12,0,-64.818184
1.75526E+12,0,-64.818184
1.75526E+12,0,-64.818184
1.75526E+12,0,-64.818184
1.75526E+12,0,-64.749718
1.75526E+12,0,-64.749718
1.75526E+12,0,-64.749718
1.75526E+12,0,-64.749718
1.75526E+12,0,-64.749718
1.75526E+12,0,-64.473793
1.75526E+12,0,-64.473793
1.75526E+12,0,-64.473793
1.75526E+12,0,-64.473793
1.75526E+12,0,-64.473793
1.75526E+12,0,-64.215385
1.75526E+12,0,-64.215385
1.75526E+12,0,-64.215385
1.75526E+12,0,-64.215385
1.75526E+12,0,-64.215385
1.75526E+12,0,-64.184647
1.75526E+12,0,-64.184647
1.75526E+12,0,-64.184647
1.75526E+12,0,-64.184647
1.75526E+12,0,-64.184647
1.75526E+12,0,-64.08564
1.75526E+12,0,-64.08564
1.75526E+12,0,-64.08564
1.75526E+12,0,-64.08564
1.75526E+12,0,-64.08564
1.75526E+12,0,-64.176201
1.75526E+12,0,-64.176201
1.75526E+12,0,-64.176201
1.75526E+12,0,-64.176201
1.75526E+12,0,-64.176201
1.75526E+12,0,-64.254135
1.75526E+12,0,-64.254135
1.75526E+12,0,-64.254135
1.75526E+12,0,-64.254135
1.75526E+12,0,-64.254135
1.75526E+12,0,-64.394836
1.75526E+12,0,-64.394836
1.75526E+12,0,-64.394836
1.75526E+12,0,-64.394836
1.75526E+12,0,-64.394836
1.75526E+12,0,-64.322769
1.75526E+12,0,-64.322769
1.75526E+12,0,-64.322769
1.75526E+12,0,-64.322769
1.75526E+12,0,-64.322769
1.75526E+12,0,-64.393936
1.75526E+12,0,-64.393936
1.75526E+12,0,-64.393936
1.75526E+12,0,-64.393936
1.75526E+12,0,-64.393936
