timestamp,encoderLSpeed,encoderRSpeed
1755261843823,44.219997,-44.219997
1755261843823,44.219997,-44.219997
1755261843825,44.219997,-88.439995
1755261843825,44.219997,-44.219997
1755261843830,44.219997,-44.219997
1755261843834,44.219997,-44.219997
1755261843834,44.219997,-44.219997
1755261843837,44.219997,-44.219997
1755261843840,44.219997,-44.219997
1755261843841,44.219997,-44.219997
1755261843841,44.219997,-44.219997
1755261843844,44.219997,-44.219997
1755261843844,44.219997,-44.219997
1755261843848,88.439995,-44.219997
1755261843848,44.219997,-44.219997
1755261843853,44.219997,-44.219997
1755261843857,44.219997,-44.219997
1755261843857,44.219997,-44.219997
1755261843860,44.219997,-44.219997
1755261843860,44.219997,-44.219997
1755261843864,44.219997,-44.219997
1755261843864,44.219997,-44.219997
1755261843867,44.219997,-44.219997
1755261843867,88.439995,-44.219997
1755261843871,0.000000,-44.219997
1755261843875,88.439995,-44.219997
1755261843875,44.219997,-44.219997
1755261843875,44.219997,-44.219997
1755261843878,44.219997,-44.219997
1755261843881,44.219997,-44.219997
1755261843881,44.219997,-44.219997
1755261843884,44.219997,-44.219997
1755261843885,44.219997,-44.219997
1755261843888,44.219997,-44.219997
1755261843891,44.219997,-44.219997
1755261843892,0.000000,-44.219997
1755261843894,44.219997,-44.219997
1755261843898,44.219997,-44.219997
1755261843898,44.219997,-88.439995
1755261843901,44.219997,0.000000
1755261843901,44.219997,-88.439995
1755261843906,44.219997,-44.219997
1755261843906,44.219997,-44.219997
1755261843910,44.219997,-44.219997
1755261843910,44.219997,-44.219997
1755261843914,44.219997,-44.219997
1755261843914,44.219997,-44.219997
1755261843918,44.219997,0.000000
1755261843922,44.219997,-44.219997
1755261843922,0.000000,-44.219997
1755261843925,44.219997,-44.219997
1755261843925,44.219997,0.000000
1755261843928,44.219997,-44.219997
1755261843931,44.219997,0.000000
1755261843931,44.219997,-44.219997
1755261843934,44.219997,0.000000
1755261843935,0.000000,-44.219997
1755261843939,44.219997,-44.219997
1755261843939,44.219997,-44.219997
1755261843942,44.219997,0.000000
1755261843945,0.000000,-44.219997
1755261843945,44.219997,-44.219997
1755261843949,44.219997,-44.219997
1755261843949,44.219997,-44.219997
1755261843952,44.219997,0.000000
1755261843956,44.219997,-44.219997
1755261843956,44.219997,-44.219997
1755261843959,0.000000,-44.219997
1755261843959,44.219997,-44.219997
1755261843962,44.219997,-44.219997
1755261843965,44.219997,-44.219997
1755261843967,44.219997,-44.219997
1755261843969,0.000000,-44.219997
1755261843973,44.219997,-44.219997
1755261843973,44.219997,-44.219997
1755261843973,44.219997,-44.219997
1755261843976,44.219997,-44.219997
1755261843980,0.000000,-44.219997
1755261843983,44.219997,-44.219997
1755261843983,44.219997,-44.219997
1755261843986,44.219997,-44.219997
1755261843986,44.219997,0.000000
1755261843990,0.000000,-44.219997
1755261843990,44.219997,-44.219997
1755261843993,44.219997,-44.219997
1755261843997,44.219997,-44.219997
1755261843997,0.000000,-44.219997
1755261844001,44.219997,0.000000
1755261844001,44.219997,-44.219997
1755261844004,44.219997,-44.219997
1755261844008,44.219997,-44.219997
1755261844008,44.219997,0.000000
1755261844011,0.000000,-44.219997
1755261844015,44.219997,-44.219997
1755261844015,44.219997,-44.219997
1755261844015,44.219997,0.000000
1755261844018,44.219997,-44.219997
1755261844021,44.219997,-44.219997
1755261844021,0.000000,0.000000
1755261844024,44.219997,-44.219997
1755261844028,44.219997,0.000000
1755261844028,44.219997,-44.219997
1755261844031,0.000000,-44.219997
1755261844031,44.219997,0.000000
1755261844034,44.219997,-44.219997
1755261844037,44.219997,0.000000
1755261844038,44.219997,-44.219997
1755261844041,0.000000,-44.219997
1755261844041,44.219997,0.000000
1755261844044,44.219997,-44.219997
1755261844044,0.000000,-44.219997
1755261844048,44.219997,0.000000
1755261844048,44.219997,-44.219997
1755261844052,0.000000,-44.219997
1755261844056,44.219997,-44.219997
1755261844056,44.219997,-44.219997
1755261844059,44.219997,-44.219997
1755261844059,0.000000,-44.219997
1755261844063,44.219997,-44.219997
1755261844066,44.219997,-44.219997
1755261844066,44.219997,-44.219997
1755261844069,44.219997,-44.219997
1755261844069,44.219997,-44.219997
1755261844073,44.219997,-44.219997
1755261844076,0.000000,-44.219997
1755261844076,44.219997,-44.219997
1755261844080,44.219997,-44.219997
1755261844080,44.219997,-44.219997
1755261844083,44.219997,-44.219997
1755261844086,0.000000,-44.219997
1755261844086,44.219997,-44.219997
1755261844091,44.219997,-44.219997
1755261844091,44.219997,-44.219997
1755261844094,44.219997,-44.219997
1755261844098,44.219997,0.000000
1755261844098,44.219997,-44.219997
1755261844101,44.219997,-44.219997
1755261844101,44.219997,-44.219997
1755261844104,0.000000,-44.219997
1755261844108,44.219997,0.000000
1755261844108,44.219997,-44.219997
1755261844111,44.219997,-44.219997
1755261844111,44.219997,-44.219997
1755261844115,44.219997,-44.219997
1755261844118,44.219997,0.000000
1755261844118,44.219997,-44.219997
1755261844123,44.219997,-44.219997
1755261844123,44.219997,-44.219997
1755261844126,44.219997,-44.219997
1755261844126,44.219997,-44.219997
1755261844129,44.219997,-44.219997
1755261844129,44.219997,0.000000
1755261844132,44.219997,-44.219997
1755261844136,44.219997,-44.219997
1755261844136,0.000000,-44.219997
1755261844140,44.219997,-44.219997
1755261844140,44.219997,0.000000
1755261844143,44.219997,-44.219997
1755261844146,44.219997,-44.219997
1755261844146,0.000000,-44.219997
1755261844150,44.219997,-44.219997
1755261844150,44.219997,0.000000
1755261844153,0.000000,-44.219997
1755261844157,44.219997,-44.219997
1755261844157,44.219997,-44.219997
1755261844160,0.000000,-44.219997
1755261844160,44.219997,-44.219997
1755261844164,44.219997,-44.219997
1755261844164,44.219997,-44.219997
1755261844168,44.219997,-44.219997
1755261844168,0.000000,0.000000
1755261844173,44.219997,-88.439995
1755261844173,44.219997,-44.219997
1755261844177,44.219997,-44.219997
1755261844177,44.219997,0.000000
1755261844181,44.219997,-44.219997
1755261844181,44.219997,-44.219997
1755261844185,44.219997,-44.219997
1755261844185,44.219997,-44.219997
1755261844189,44.219997,-44.219997
1755261844189,44.219997,-44.219997
1755261844193,44.219997,-44.219997
1755261844193,44.219997,-44.219997
1755261844197,44.219997,-88.439995
1755261844197,44.219997,-44.219997
1755261844201,44.219997,-44.219997
1755261844201,44.219997,-44.219997
1755261844204,44.219997,-44.219997
1755261844209,44.219997,-44.219997
1755261844209,44.219997,-44.219997
1755261844212,88.439995,-44.219997
1755261844212,44.219997,-88.439995
1755261844216,44.219997,-44.219997
1755261844216,44.219997,-44.219997
1755261844219,44.219997,-44.219997
1755261844219,88.439995,-44.219997
1755261844223,44.219997,-44.219997
1755261844223,44.219997,-44.219997
1755261844227,44.219997,-88.439995
1755261844231,88.439995,-44.219997
1755261844231,44.219997,-44.219997
1755261844234,44.219997,-44.219997
1755261844234,44.219997,-44.219997
1755261844238,44.219997,-44.219997
1755261844238,88.439995,-44.219997
1755261844242,44.219997,-44.219997
1755261844242,44.219997,-44.219997
1755261844246,44.219997,-44.219997
1755261844246,88.439995,-88.439995
1755261844250,44.219997,-44.219997
1755261844253,44.219997,-44.219997
1755261844253,44.219997,-44.219997
1755261844256,44.219997,-44.219997
1755261844256,44.219997,-44.219997
1755261844260,44.219997,-44.219997
1755261844260,88.439995,-44.219997
1755261844264,44.219997,-44.219997
1755261844264,44.219997,-44.219997
1755261844268,44.219997,-44.219997
1755261844268,44.219997,-44.219997
1755261844271,44.219997,-88.439995
1755261844275,44.219997,-44.219997
1755261844275,44.219997,-44.219997
1755261844278,44.219997,-44.219997
1755261844282,44.219997,-44.219997
1755261844282,44.219997,-44.219997
1755261844285,88.439995,-44.219997
1755261844285,44.219997,-88.439995
1755261844289,44.219997,-44.219997
1755261844289,44.219997,-44.219997
1755261844292,44.219997,-44.219997
1755261844292,44.219997,-44.219997
1755261844296,44.219997,-44.219997
1755261844299,44.219997,-44.219997
1755261844299,44.219997,-44.219997
1755261844302,44.219997,-44.219997
1755261844302,44.219997,-44.219997
1755261844307,0.000000,-44.219997
1755261844310,88.439995,-44.219997
1755261844310,0.000000,-44.219997
1755261844314,44.219997,-44.219997
1755261844314,44.219997,0.000000
1755261844318,0.000000,-44.219997
1755261844318,44.219997,-44.219997
1755261844321,44.219997,0.000000
1755261844325,44.219997,-44.219997
1755261844325,0.000000,0.000000
1755261844328,44.219997,-44.219997
1755261844328,44.219997,0.000000
1755261844332,0.000000,-44.219997
1755261844332,44.219997,-44.219997
1755261844335,44.219997,0.000000
1755261844339,0.000000,-44.219997
1755261844339,44.219997,0.000000
1755261844343,44.219997,-44.219997
1755261844343,44.219997,-44.219997
1755261844346,0.000000,0.000000
1755261844346,44.219997,-44.219997
1755261844350,44.219997,-44.219997
1755261844350,0.000000,-44.219997
1755261844353,44.219997,0.000000
1755261844356,44.219997,-44.219997
1755261844357,0.000000,-44.219997
1755261844360,44.219997,-44.219997
1755261844364,44.219997,0.000000
1755261844364,0.000000,-44.219997
1755261844367,44.219997,-44.219997
1755261844367,0.000000,-44.219997
1755261844370,44.219997,0.000000
1755261844374,0.000000,-44.219997
1755261844374,44.219997,0.000000
1755261844378,44.219997,-44.219997
1755261844378,0.000000,0.000000
1755261844381,44.219997,-44.219997
1755261844381,0.000000,-44.219997
1755261844384,44.219997,0.000000
1755261844388,0.000000,-44.219997
1755261844388,44.219997,0.000000
1755261844391,0.000000,-44.219997
1755261844391,44.219997,0.000000
1755261844406,0.000000,-44.219997
1755261844406,44.219997,-44.219997
1755261844406,0.000000,0.000000
1755261844406,44.219997,-44.219997
1755261844406,0.000000,0.000000
1755261844406,44.219997,-44.219997
1755261844406,44.219997,0.000000
1755261844409,0.000000,-44.219997
1755261844412,44.219997,0.000000
1755261844412,44.219997,-44.219997
1755261844416,0.000000,-44.219997
1755261844416,44.219997,0.000000
1755261844419,44.219997,0.000000
1755261844423,0.000000,-44.219997
1755261844423,44.219997,0.000000
1755261844426,44.219997,-44.219997
1755261844426,0.000000,-44.219997
1755261844430,44.219997,0.000000
1755261844430,0.000000,-44.219997
1755261844433,44.219997,0.000000
1755261844436,0.000000,0.000000
1755261844436,0.000000,-44.219997
1755261844441,0.000000,0.000000
1755261844441,44.219997,-44.219997
1755261844444,0.000000,0.000000
1755261844448,0.000000,0.000000
1755261844448,0.000000,0.000000
1755261844451,0.000000,0.000000
1755261844451,44.219997,-44.219997
1755261844454,0.000000,0.000000
1755261844458,0.000000,0.000000
1755261844458,0.000000,0.000000
1755261844461,0.000000,0.000000
1755261844461,44.219997,0.000000
1755261844465,0.000000,-44.219997
1755261844465,0.000000,0.000000
1755261844468,44.219997,0.000000
1755261844472,0.000000,0.000000
1755261844472,0.000000,0.000000
1755261844475,44.219997,-44.219997
1755261844475,0.000000,0.000000
1755261844478,0.000000,0.000000
1755261844479,0.000000,-44.219997
1755261844482,44.219997,0.000000
1755261844486,0.000000,0.000000
1755261844486,0.000000,-44.219997
1755261844490,0.000000,0.000000
1755261844490,0.000000,0.000000
1755261844493,0.000000,-44.219997
1755261844497,0.000000,0.000000
1755261844497,0.000000,0.000000
1755261844500,0.000000,-44.219997
1755261844500,0.000000,0.000000
1755261844504,0.000000,0.000000
1755261844504,0.000000,0.000000
1755261844509,0.000000,0.000000
1755261844509,0.000000,0.000000
1755261844512,0.000000,0.000000
1755261844515,0.000000,-44.219997
1755261844516,0.000000,0.000000
1755261844519,0.000000,0.000000
1755261844519,0.000000,0.000000
1755261844523,0.000000,0.000000
1755261844523,44.219997,0.000000
1755261844527,0.000000,0.000000
1755261844530,0.000000,0.000000
1755261844530,0.000000,0.000000
1755261844534,0.000000,0.000000
1755261844534,44.219997,0.000000
1755261844537,0.000000,0.000000
1755261844537,0.000000,-44.219997
1755261844541,44.219997,0.000000
1755261844541,0.000000,0.000000
1755261844544,44.219997,-44.219997
1755261844548,0.000000,0.000000
1755261844548,44.219997,0.000000
1755261844552,44.219997,-44.219997
1755261844552,44.219997,-44.219997
1755261844556,44.219997,0.000000
1755261844556,0.000000,-44.219997
1755261844559,44.219997,-44.219997
1755261844559,44.219997,-44.219997
1755261844563,44.219997,-44.219997
1755261844563,44.219997,-44.219997
1755261844567,88.439995,-44.219997
1755261844570,44.219997,-44.219997
1755261844570,44.219997,-88.439995
1755261844574,44.219997,-44.219997
1755261844574,44.219997,-44.219997
1755261844577,44.219997,-44.219997
1755261844581,88.439995,-88.439995
1755261844581,44.219997,-44.219997
1755261844584,44.219997,-44.219997
1755261844584,44.219997,-88.439995
1755261844588,88.439995,-44.219997
1755261844588,44.219997,-88.439995
1755261844592,88.439995,-88.439995
1755261844592,44.219997,-44.219997
1755261844596,88.439995,-88.439995
1755261844600,44.219997,-44.219997
1755261844600,88.439995,-88.439995
1755261844603,88.439995,-88.439995
1755261844603,44.219997,-88.439995
1755261844606,88.439995,-44.219997
1755261844606,88.439995,-88.439995
1755261844610,88.439995,-88.439995
1755261844614,88.439995,-88.439995
1755261844614,44.219997,-88.439995
1755261844617,88.439995,-44.219997
1755261844617,88.439995,-88.439995
1755261844620,88.439995,-88.439995
1755261844621,88.439995,-88.439995
1755261844625,88.439995,-88.439995
1755261844625,88.439995,-88.439995
1755261844628,88.439995,-88.439995
1755261844632,88.439995,-88.439995
1755261844633,88.439995,-88.439995
1755261844633,88.439995,-88.439995
1755261844636,88.439995,-88.439995
1755261844640,132.659988,-88.439995
1755261844640,88.439995,-88.439995
1755261844645,88.439995,-88.439995
1755261844645,88.439995,-88.439995
1755261844645,88.439995,-88.439995
1755261844649,88.439995,-88.439995
1755261844649,88.439995,-88.439995
1755261844653,132.659988,-88.439995
1755261844657,88.439995,-88.439995
1755261844657,88.439995,-88.439995
1755261844661,88.439995,-88.439995
1755261844661,88.439995,-88.439995
1755261844664,88.439995,-88.439995
1755261844664,88.439995,-132.659988
1755261844671,88.439995,-88.439995
1755261844671,88.439995,-88.439995
1755261844671,88.439995,-88.439995
1755261844675,88.439995,-44.219997
1755261844675,88.439995,-88.439995
1755261844678,44.219997,-88.439995
1755261844678,88.439995,-88.439995
1755261844682,88.439995,-44.219997
1755261844682,44.219997,-88.439995
1755261844685,88.439995,-88.439995
1755261844690,44.219997,-44.219997
1755261844690,44.219997,-88.439995
1755261844693,88.439995,-44.219997
1755261844693,44.219997,-44.219997
1755261844696,44.219997,-44.219997
1755261844699,44.219997,-88.439995
1755261844699,88.439995,-44.219997
1755261844703,44.219997,-44.219997
1755261844703,44.219997,-44.219997
1755261844707,44.219997,-88.439995
1755261844707,44.219997,-44.219997
1755261844710,88.439995,-44.219997
1755261844714,44.219997,-44.219997
1755261844714,44.219997,-88.439995
1755261844717,88.439995,-44.219997
1755261844717,44.219997,-44.219997
1755261844721,44.219997,-88.439995
1755261844721,88.439995,-44.219997
1755261844725,44.219997,-88.439995
1755261844725,88.439995,-44.219997
1755261844728,44.219997,-88.439995
1755261844731,88.439995,-44.219997
1755261844731,44.219997,-88.439995
1755261844735,88.439995,-44.219997
1755261844739,44.219997,-88.439995
1755261844739,88.439995,-44.219997
1755261844742,44.219997,-88.439995
1755261844742,88.439995,-88.439995
1755261844745,44.219997,-44.219997
1755261844749,88.439995,-88.439995
1755261844749,88.439995,-44.219997
1755261844751,44.219997,-88.439995
1755261844751,88.439995,-88.439995
1755261844757,44.219997,-44.219997
1755261844757,88.439995,-88.439995
1755261844760,88.439995,-88.439995
1755261844763,44.219997,-44.219997
1755261844763,88.439995,-88.439995
1755261844767,88.439995,-88.439995
1755261844767,44.219997,-88.439995
1755261844771,88.439995,-44.219997
1755261844771,88.439995,-88.439995
1755261844775,88.439995,-88.439995
1755261844775,88.439995,-44.219997
1755261844778,88.439995,-132.659988
1755261844782,44.219997,-44.219997
1755261844782,88.439995,-88.439995
1755261844785,88.439995,-88.439995
1755261844785,88.439995,-88.439995
1755261844790,88.439995,-88.439995
1755261844790,88.439995,-88.439995
1755261844793,88.439995,-88.439995
1755261844793,88.439995,-88.439995
1755261844796,88.439995,-88.439995
1755261844800,88.439995,-88.439995
1755261844800,88.439995,-88.439995
1755261844803,132.659988,-88.439995
1755261844803,88.439995,-88.439995
1755261844807,88.439995,-132.659988
1755261844807,88.439995,-88.439995
1755261844810,88.439995,-88.439995
1755261844814,132.659988,-88.439995
1755261844814,88.439995,-132.659988
1755261844817,132.659988,-88.439995
1755261844817,88.439995,-132.659988
1755261844820,132.659988,-88.439995
1755261844825,88.439995,-88.439995
1755261844825,88.439995,-132.659988
1755261844828,132.659988,-88.439995
1755261844832,88.439995,-132.659988
1755261844832,132.659988,-88.439995
1755261844835,88.439995,-132.659988
1755261844835,132.659988,-88.439995
1755261844839,88.439995,-132.659988
1755261844839,132.659988,-88.439995
1755261844842,88.439995,-132.659988
1755261844842,132.659988,-88.439995
1755261844846,88.439995,-132.659988
1755261844850,132.659988,-88.439995
1755261844850,132.659988,-132.659988
1755261844853,88.439995,-88.439995
1755261844853,132.659988,-132.659988
1755261844857,88.439995,-132.659988
1755261844857,132.659988,-88.439995
1755261844860,88.439995,-132.659988
1755261844864,132.659988,-88.439995
1755261844864,88.439995,-132.659988
1755261844867,132.659988,-132.659988
1755261844870,88.439995,-88.439995
1755261844870,132.659988,-132.659988
1755261844874,132.659988,-88.439995
1755261844874,88.439995,-132.659988
1755261844877,132.659988,-88.439995
1755261844877,88.439995,-132.659988
1755261844881,132.659988,-88.439995
1755261844881,88.439995,-132.659988
1755261844884,132.659988,-88.439995
1755261844888,88.439995,-132.659988
1755261844888,132.659988,-88.439995
1755261844892,88.439995,-132.659988
1755261844892,132.659988,-88.439995
1755261844895,88.439995,-132.659988
1755261844895,132.659988,-88.439995
1755261844899,88.439995,-132.659988
1755261844899,132.659988,-88.439995
1755261844903,88.439995,-132.659988
1755261844907,132.659988,-88.439995
1755261844907,88.439995,-132.659988
1755261844910,132.659988,-88.439995
1755261844910,88.439995,-132.659988
1755261844915,132.659988,-88.439995
1755261844915,88.439995,-132.659988
1755261844918,132.659988,-132.659988
1755261844918,132.659988,-88.439995
1755261844923,88.439995,-132.659988
1755261844923,132.659988,-132.659988
1755261844926,132.659988,-88.439995
1755261844926,88.439995,-132.659988
1755261844929,132.659988,-88.439995
1755261844933,132.659988,-132.659988
1755261844933,88.439995,-132.659988
1755261844936,132.659988,-88.439995
1755261844936,88.439995,-132.659988
1755261844940,132.659988,-132.659988
1755261844940,132.659988,-88.439995
1755261844943,132.659988,-132.659988
1755261844947,88.439995,-88.439995
1755261844948,132.659988,-132.659988
1755261844951,132.659988,-132.659988
1755261844951,88.439995,-132.659988
1755261844954,132.659988,-88.439995
1755261844958,132.659988,-132.659988
1755261844959,132.659988,-132.659988
1755261844962,88.439995,-132.659988
1755261844962,132.659988,-88.439995
1755261844965,132.659988,-132.659988
1755261844965,132.659988,-132.659988
1755261844969,132.659988,-132.659988
1755261844969,132.659988,-132.659988
1755261844973,88.439995,-132.659988
1755261844973,132.659988,-132.659988
1755261844976,132.659988,-88.439995
1755261844980,132.659988,-132.659988
1755261844980,132.659988,-132.659988
1755261844983,132.659988,-132.659988
1755261844983,132.659988,-132.659988
1755261844987,88.439995,-132.659988
1755261844987,132.659988,-132.659988
1755261844991,132.659988,-132.659988
1755261844994,132.659988,-132.659988
1755261844994,132.659988,-132.659988
1755261844998,132.659988,-132.659988
1755261844998,132.659988,-132.659988
1755261845001,132.659988,-132.659988
1755261845006,132.659988,-132.659988
1755261845006,132.659988,-132.659988
1755261845006,132.659988,-132.659988
1755261845009,132.659988,-132.659988
1755261845012,132.659988,-132.659988
1755261845012,132.659988,-132.659988
1755261845016,132.659988,-132.659988
1755261845016,132.659988,-132.659988
1755261845020,132.659988,-132.659988
1755261845020,132.659988,-132.659988
1755261845024,132.659988,-132.659988
1755261845024,132.659988,-132.659988
1755261845027,176.879990,-132.659988
1755261845032,132.659988,-132.659988
1755261845032,132.659988,-132.659988
1755261845035,132.659988,-176.879990
1755261845035,132.659988,-132.659988
1755261845041,132.659988,-132.659988
1755261845041,132.659988,-132.659988
1755261845041,176.879990,-132.659988
1755261845044,132.659988,-176.879990
1755261845048,132.659988,-132.659988
1755261845048,132.659988,-132.659988
1755261845052,176.879990,-132.659988
1755261845052,132.659988,-176.879990
1755261845056,132.659988,-132.659988
1755261845056,176.879990,-132.659988
1755261845059,132.659988,-176.879990
1755261845059,132.659988,-132.659988
1755261845063,176.879990,-132.659988
1755261845063,132.659988,-132.659988
1755261845067,132.659988,-176.879990
1755261845067,132.659988,-132.659988
1755261845071,176.879990,-132.659988
1755261845071,132.659988,-132.659988
1755261845075,132.659988,-176.879990
1755261845079,132.659988,-132.659988
1755261845079,132.659988,-132.659988
1755261845083,176.879990,-132.659988
1755261845083,132.659988,-132.659988
1755261845086,132.659988,-176.879990
1755261845086,132.659988,-132.659988
1755261845090,132.659988,-132.659988
1755261845090,132.659988,-132.659988
1755261845094,176.879990,-132.659988
1755261845094,132.659988,-132.659988
1755261845098,132.659988,-176.879990
1755261845098,132.659988,-132.659988
1755261845101,132.659988,-132.659988
1755261845106,132.659988,-132.659988
1755261845106,132.659988,-132.659988
1755261845106,132.659988,-132.659988
1755261845110,132.659988,-132.659988
1755261845110,132.659988,-132.659988
1755261845114,132.659988,-132.659988
1755261845114,132.659988,-132.659988
1755261845118,132.659988,-132.659988
1755261845122,132.659988,-88.439995
1755261845122,132.659988,-132.659988
1755261845125,132.659988,-132.659988
1755261845125,132.659988,-132.659988
1755261845129,132.659988,-132.659988
1755261845129,132.659988,-88.439995
1755261845133,132.659988,-132.659988
1755261845133,88.439995,-132.659988
1755261845137,132.659988,-132.659988
1755261845137,132.659988,-132.659988
1755261845141,132.659988,-88.439995
1755261845141,132.659988,-132.659988
1755261845144,132.659988,-132.659988
1755261845148,88.439995,-132.659988
1755261845148,132.659988,-88.439995
1755261845152,132.659988,-132.659988
1755261845152,88.439995,-132.659988
1755261845156,132.659988,-88.439995
1755261845156,132.659988,-132.659988
1755261845160,88.439995,-132.659988
1755261845160,132.659988,-88.439995
1755261845164,88.439995,-132.659988
1755261845164,132.659988,-88.439995
1755261845167,88.439995,-132.659988
1755261845171,132.659988,-88.439995
1755261845172,132.659988,-132.659988
1755261845175,88.439995,-88.439995
1755261845175,132.659988,-132.659988
1755261845179,88.439995,-132.659988
1755261845179,132.659988,-88.439995
1755261845183,88.439995,-132.659988
1755261845183,132.659988,-88.439995
1755261845186,88.439995,-132.659988
1755261845186,132.659988,-88.439995
1755261845191,88.439995,-132.659988
1755261845191,132.659988,-88.439995
1755261845194,88.439995,-132.659988
1755261845194,88.439995,-132.659988
1755261845198,132.659988,-88.439995
1755261845199,88.439995,-132.659988
1755261845202,132.659988,-88.439995
1755261845207,88.439995,-132.659988
1755261845207,132.659988,-88.439995
1755261845210,88.439995,-132.659988
1755261845210,132.659988,-88.439995
1755261845214,88.439995,-132.659988
1755261845214,132.659988,-88.439995
1755261845218,88.439995,-132.659988
1755261845218,132.659988,-88.439995
1755261845222,88.439995,-132.659988
1755261845222,132.659988,-88.439995
1755261845225,88.439995,-132.659988
1755261845225,132.659988,-132.659988
1755261845229,132.659988,-132.659988
1755261845229,88.439995,-88.439995
1755261845233,132.659988,-132.659988
1755261845233,132.659988,-132.659988
1755261845238,132.659988,-132.659988
1755261845238,132.659988,-132.659988
1755261845242,88.439995,-88.439995
1755261845242,132.659988,-132.659988
1755261845246,132.659988,-132.659988
1755261845250,132.659988,-132.659988
1755261845250,132.659988,-132.659988
1755261845254,132.659988,-88.439995
1755261845254,132.659988,-132.659988
1755261845257,132.659988,-132.659988
1755261845257,132.659988,-132.659988
1755261845257,132.659988,-132.659988
1755261845262,88.439995,-132.659988
1755261845265,132.659988,-132.659988
1755261845265,132.659988,-132.659988
1755261845269,132.659988,-132.659988
1755261845269,132.659988,-132.659988
1755261845273,132.659988,-132.659988
1755261845273,132.659988,-88.439995
1755261845277,132.659988,-132.659988
1755261845277,132.659988,-132.659988
1755261845282,132.659988,-132.659988
1755261845282,132.659988,-132.659988
1755261845286,132.659988,-132.659988
1755261845286,132.659988,-132.659988
1755261845290,132.659988,-132.659988
1755261845290,132.659988,-132.659988
1755261845294,132.659988,-132.659988
1755261845294,132.659988,-132.659988
1755261845298,132.659988,-132.659988
1755261845298,132.659988,-132.659988
1755261845302,132.659988,-132.659988
1755261845302,88.439995,-88.439995
1755261845307,132.659988,-132.659988
1755261845307,132.659988,-132.659988
1755261845310,132.659988,-132.659988
1755261845310,132.659988,-132.659988
1755261845315,132.659988,-132.659988
1755261845315,132.659988,-132.659988
1755261845318,88.439995,-88.439995
1755261845318,132.659988,-132.659988
1755261845323,132.659988,-132.659988
1755261845323,132.659988,-132.659988
1755261845323,132.659988,-132.659988
1755261845327,88.439995,-88.439995
1755261845330,132.659988,-132.659988
1755261845330,132.659988,-132.659988
1755261845333,132.659988,-132.659988
1755261845333,132.659988,-88.439995
1755261845339,88.439995,-132.659988
1755261845339,132.659988,-132.659988
1755261845342,132.659988,-88.439995
1755261845342,88.439995,-132.659988
1755261845345,132.659988,-132.659988
1755261845347,88.439995,-88.439995
1755261845351,132.659988,-132.659988
1755261845351,88.439995,-88.439995
1755261845354,88.439995,-132.659988
1755261845354,132.659988,-88.439995
1755261845359,88.439995,-88.439995
1755261845359,88.439995,-132.659988
