timestamp,encoderLSpeed,leftCtrl
1755263624306,0.000000,0.000000
1755263624310,0.000000,0.000000
1755263624310,0.000000,0.000000
1755263624314,0.000000,0.000000
1755263624319,0.000000,-8.783663
1755263624319,0.000000,-8.783663
1755263624319,0.000000,-8.783663
1755263624322,0.000000,-8.783663
1755263624323,0.000000,-8.783663
1755263624326,0.000000,-8.809281
1755263624327,0.000000,-8.809281
1755263624330,0.000000,-8.809281
1755263624334,0.000000,-8.809281
1755263624334,0.000000,-8.809281
1755263624339,0.000000,-8.959223
1755263624339,0.000000,-8.959223
1755263624342,0.000000,-8.959223
1755263624342,0.000000,-8.959223
1755263624346,0.000000,-8.959223
1755263624346,0.000000,-8.945498
1755263624350,0.000000,-8.945498
1755263624350,0.000000,-8.945498
1755263624355,0.000000,-8.945498
1755263624355,0.000000,-8.945498
1755263624357,0.000000,-9.001220
1755263624357,0.000000,-9.001220
1755263624361,0.000000,-9.001220
1755263624365,0.000000,-9.001220
1755263624366,0.000000,-9.001220
1755263624369,0.000000,-9.102870
1755263624369,0.000000,-9.102870
1755263624373,0.000000,-9.102870
1755263624373,0.000000,-9.102870
1755263624376,0.000000,-9.102870
1755263624376,0.000000,-9.298699
1755263624381,0.000000,-9.298699
1755263624381,0.000000,-9.298699
1755263624384,0.000000,-9.298699
1755263624389,0.000000,-9.298699
1755263624389,0.000000,-9.512327
1755263624389,0.000000,-9.512327
1755263624393,0.000000,-9.512327
1755263624393,0.000000,-9.512327
1755263624398,0.000000,-9.512327
1755263624398,0.000000,-9.770852
1755263624398,0.000000,-9.770852
1755263624403,0.000000,-9.770852
1755263624407,0.000000,-9.770852
1755263624408,0.000000,-9.770852
1755263624408,0.000000,-10.024698
1755263624413,0.000000,-10.024698
1755263624413,0.000000,-10.024698
1755263624417,0.000000,-10.024698
1755263624417,0.000000,-10.024698
1755263624421,0.000000,-10.404930
1755263624422,0.000000,-10.404930
1755263624422,0.000000,-10.404930
1755263624426,0.000000,-10.404930
1755263624426,0.000000,-10.404930
1755263624431,0.000000,-10.353002
1755263624431,0.000000,-10.353002
1755263624435,0.000000,-10.353002
1755263624435,0.000000,-10.353002
1755263624440,0.000000,-10.353002
1755263624440,0.000000,-10.244703
1755263624440,0.000000,-10.244703
1755263624444,0.000000,-10.244703
1755263624448,0.000000,-10.244703
1755263624448,0.000000,-10.244703
1755263624452,0.000000,-10.045059
1755263624452,0.000000,-10.045059
1755263624457,0.000000,-10.045059
1755263624457,0.000000,-10.045059
1755263624457,0.000000,-10.045059
1755263624461,0.000000,-9.632529
1755263624461,0.000000,-9.632529
1755263624466,0.000000,-9.632529
1755263624466,0.000000,-9.632529
1755263624470,0.000000,-9.632529
1755263624470,0.000000,-9.272526
1755263624473,0.000000,-9.272526
1755263624474,0.000000,-9.272526
1755263624477,0.000000,-9.272526
1755263624477,0.000000,-9.272526
1755263624481,0.000000,-9.213164
1755263624481,0.000000,-9.213164
1755263624484,0.000000,-9.213164
1755263624484,0.000000,-9.213164
1755263624489,0.000000,-9.213164
1755263624492,0.000000,-9.438594
1755263624492,0.000000,-9.438594
1755263624496,0.000000,-9.438594
1755263624496,0.000000,-9.438594
1755263624500,0.000000,-9.438594
1755263624500,0.000000,-9.706425
1755263624504,0.000000,-9.706425
1755263624504,0.000000,-9.706425
1755263624508,0.000000,-9.706425
1755263624508,0.000000,-9.706425
1755263624511,0.000000,-9.894970
1755263624511,0.000000,-9.894970
1755263624515,0.000000,-9.894970
1755263624518,0.000000,-9.894970
1755263624519,0.000000,-9.894970
1755263624523,0.000000,-10.441421
1755263624523,0.000000,-10.441421
1755263624526,0.000000,-10.441421
1755263624526,0.000000,-10.441421
1755263624530,0.000000,-10.441421
1755263624533,0.000000,-10.741868
1755263624533,0.000000,-10.741868
1755263624537,0.000000,-10.741868
1755263624537,0.000000,-10.741868
1755263624541,0.000000,-10.741868
1755263624541,0.000000,-10.867279
1755263624544,0.000000,-10.867279
1755263624548,0.000000,-10.867279
1755263624548,0.000000,-10.867279
1755263624551,0.000000,-10.867279
1755263624551,0.000000,-10.895201
1755263624555,0.000000,-10.895201
1755263624555,0.000000,-10.895201
1755263624559,0.000000,-10.895201
1755263624559,0.000000,-10.895201
1755263624563,0.000000,-11.080554
1755263624563,0.000000,-11.080554
1755263624566,0.000000,-11.080554
1755263624569,0.000000,-11.080554
1755263624569,0.000000,-11.080554
1755263624573,0.000000,-10.948863
1755263624573,0.000000,-10.948863
1755263624577,0.000000,-10.948863
1755263624580,0.000000,-10.948863
1755263624580,0.000000,-10.948863
1755263624584,0.000000,-11.068174
1755263624584,0.000000,-11.068174
1755263624588,0.000000,-11.068174
1755263624588,0.000000,-11.068174
1755263624591,0.000000,-11.068174
1755263624591,0.000000,-11.792606
1755263624595,0.000000,-11.792606
1755263624599,0.000000,-11.792606
1755263624599,0.000000,-11.792606
1755263624602,0.000000,-11.792606
1755263624606,0.000000,-12.493377
1755263624606,0.000000,-12.493377
1755263624606,0.000000,-12.493377
1755263624609,0.000000,-12.493377
1755263624613,0.000000,-12.493377
1755263624613,0.000000,-13.227177
1755263624617,0.000000,-13.227177
1755263624617,0.000000,-13.227177
1755263624621,0.000000,-13.227177
1755263624621,0.000000,-13.227177
1755263624624,0.000000,-13.514979
1755263624624,0.000000,-13.514979
1755263624628,0.000000,-13.514979
1755263624632,0.000000,-13.514979
1755263624632,0.000000,-13.514979
1755263624635,0.000000,-13.154511
1755263624635,0.000000,-13.154511
1755263624639,0.000000,-13.154511
1755263624639,0.000000,-13.154511
1755263624642,0.000000,-13.154511
1755263624643,0.000000,-12.454568
1755263624646,0.000000,-12.454568
1755263624647,0.000000,-12.454568
1755263624650,0.000000,-12.454568
1755263624653,0.000000,-12.454568
1755263624653,0.000000,-11.124386
1755263624657,0.000000,-11.124386
1755263624660,0.000000,-11.124386
1755263624660,0.000000,-11.124386
1755263624664,0.000000,-11.124386
1755263624664,0.000000,-9.773445
1755263624667,0.000000,-9.773445
1755263624667,0.000000,-9.773445
1755263624672,0.000000,-9.773445
1755263624672,0.000000,-9.773445
1755263624675,0.000000,-8.808612
1755263624675,0.000000,-8.808612
1755263624679,0.000000,-8.808612
1755263624679,0.000000,-8.808612
1755263624683,0.000000,-8.808612
1755263624686,0.000000,-8.128839
1755263624687,0.000000,-8.128839
1755263624690,0.000000,-8.128839
1755263624690,0.000000,-8.128839
1755263624693,0.000000,-8.128839
1755263624697,0.000000,-7.539347
1755263624697,0.000000,-7.539347
1755263624701,0.000000,-7.539347
1755263624701,0.000000,-7.539347
1755263624705,0.000000,-7.539347
1755263624705,0.000000,-7.408161
1755263624708,0.000000,-7.408161
1755263624708,0.000000,-7.408161
1755263624713,0.000000,-7.408161
1755263624713,0.000000,-7.408161
1755263624716,0.000000,-7.230849
1755263624716,0.000000,-7.230849
1755263624720,0.000000,-7.230849
1755263624720,0.000000,-7.230849
1755263624724,0.000000,-7.230849
1755263624724,0.000000,-6.642014
1755263624728,0.000000,-6.642014
1755263624732,0.000000,-6.642014
1755263624732,0.000000,-6.642014
1755263624735,0.000000,-6.642014
1755263624739,0.000000,-6.220675
1755263624743,0.000000,-6.220675
1755263624743,0.000000,-6.220675
1755263624748,0.000000,-6.220675
1755263624748,0.000000,-6.220675
1755263624748,0.000000,-5.534379
1755263624748,0.000000,-5.534379
1755263624752,0.000000,-5.534379
1755263624752,0.000000,-5.534379
1755263624756,0.000000,-5.534379
1755263624756,0.000000,-4.830979
1755263624758,0.000000,-4.830979
1755263624758,0.000000,-4.830979
1755263624762,0.000000,-4.830979
1755263624762,0.000000,-4.830979
1755263624766,0.000000,-4.347362
1755263624771,0.000000,-4.347362
1755263624771,0.000000,-4.347362
1755263624775,0.000000,-4.347362
