timestamp,rSpeedBare,lSpeedBare,RCtrl,LCtrl
1755336619861,0.000000,0.000000,0.000000,0.000000
1755336619861,0.000000,0.000000,0.000000,0.000000
1755336619867,0.000000,0.000000,0.000000,0.000000
1755336619867,0.000000,0.000000,0.000000,0.000000
1755336619867,0.000000,0.000000,0.000000,0.000000
1755336619873,0.000000,0.000000,0.000000,0.000000
1755336619873,0.000000,0.000000,0.000000,0.000000
1755336619873,0.000000,0.000000,0.000000,0.000000
1755336619880,0.000000,0.000000,0.000000,0.000000
1755336619880,0.000000,0.000000,0.000000,0.000000
1755336619880,0.000000,0.000000,0.000000,0.000000
1755336619887,0.000000,0.000000,0.000000,0.000000
1755336619887,0.000000,0.000000,0.000000,0.000000
1755336619887,0.000000,0.000000,0.000000,0.000000
1755336619887,0.000000,0.000000,0.000000,0.000000
1755336619893,0.000000,0.000000,0.000000,0.000000
1755336619893,0.000000,0.000000,0.000000,0.000000
1755336619893,0.000000,0.000000,0.000000,0.000000
1755336619900,0.000000,0.000000,0.000000,0.000000
1755336619900,0.000000,0.000000,0.000000,0.000000
1755336619900,0.000000,0.000000,0.000000,0.000000
1755336619906,0.000000,0.000000,0.000000,0.000000
1755336619907,0.000000,0.000000,0.000000,0.000000
1755336619907,0.000000,0.000000,0.000000,0.000000
1755336619913,0.000000,0.000000,0.000000,0.000000
1755336619913,0.000000,0.000000,0.000000,0.000000
1755336619913,0.000000,0.000000,0.000000,0.000000
1755336619913,0.000000,0.000000,0.000000,0.000000
1755336619919,0.000000,0.000000,0.000000,0.000000
1755336619919,0.000000,0.000000,0.000000,0.000000
1755336619919,0.000000,0.000000,0.000000,0.000000
1755336619926,0.000000,0.000000,0.000000,0.000000
1755336619926,0.000000,0.000000,0.000000,0.000000
1755336619926,0.000000,0.000000,0.000000,0.000000
1755336619932,0.000000,0.000000,0.000000,0.000000
1755336619932,0.000000,0.000000,0.000000,0.000000
1755336619932,0.000000,0.000000,0.000000,0.000000
1755336619939,0.000000,0.000000,0.000000,0.000000
1755336619939,0.000000,0.000000,0.000000,0.000000
1755336619939,0.000000,0.000000,0.000000,0.000000
1755336619945,0.000000,0.000000,0.000000,0.000000
1755336619945,0.000000,0.000000,0.000000,0.000000
1755336619945,0.000000,0.000000,0.000000,0.000000
1755336619951,0.000000,0.000000,0.000000,0.000000
1755336619951,0.000000,0.000000,0.000000,0.000000
1755336619951,0.000000,0.000000,0.000000,0.000000
1755336619961,0.000000,0.000000,0.000000,0.000000
1755336619962,0.000000,0.000000,0.000000,0.000000
1755336619962,0.000000,0.000000,0.000000,0.000000
1755336619962,0.000000,0.000000,0.000000,0.000000
1755336619962,0.000000,0.000000,0.000000,0.000000
1755336619968,0.000000,0.000000,0.000000,0.000000
1755336619969,0.000000,0.000000,0.000000,0.000000
1755336619969,0.000000,0.000000,0.000000,0.000000
1755336619969,0.000000,0.000000,0.000000,0.000000
1755336619974,0.000000,0.000000,0.000000,0.000000
1755336619974,0.000000,0.000000,0.000000,0.000000
1755336619979,0.000000,0.000000,0.000000,0.000000
1755336619979,0.000000,0.000000,0.000000,0.000000
1755336619979,0.000000,0.000000,0.000000,0.000000
1755336619985,0.000000,0.000000,0.000000,0.000000
1755336619985,0.000000,0.000000,0.000000,0.000000
1755336619985,0.000000,0.000000,0.000000,0.000000
1755336619990,0.000000,0.000000,0.000000,0.000000
1755336619990,0.000000,0.000000,0.000000,0.000000
1755336619996,0.000000,0.000000,0.000000,0.000000
1755336619996,0.000000,0.000000,0.000000,0.000000
1755336619996,0.000000,0.000000,0.000000,0.000000
1755336620003,0.000000,0.000000,0.000000,0.000000
1755336620003,0.000000,0.000000,0.000000,0.000000
1755336620003,0.000000,0.000000,0.000000,0.000000
1755336620003,0.000000,0.000000,0.000000,0.000000
1755336620010,0.000000,0.000000,0.000000,0.000000
1755336620010,0.000000,0.000000,0.000000,0.000000
1755336620010,0.000000,0.000000,0.000000,0.000000
1755336620017,0.000000,0.000000,0.000000,0.000000
1755336620017,0.000000,0.000000,0.000000,0.000000
1755336620017,0.000000,0.000000,0.000000,0.000000
1755336620017,0.000000,0.000000,0.000000,0.000000
1755336620026,0.000000,0.000000,0.000000,0.000000
1755336620026,0.000000,0.000000,0.000000,0.000000
1755336620026,0.000000,0.000000,0.000000,0.000000
1755336620026,0.000000,0.000000,0.000000,0.000000
1755336620032,0.000000,0.000000,0.000000,0.000000
1755336620032,0.000000,0.000000,0.000000,0.000000
1755336620032,0.000000,0.000000,0.000000,0.000000
1755336620038,0.000000,0.000000,0.000000,0.000000
1755336620038,0.000000,0.000000,0.000000,0.000000
1755336620038,0.000000,0.000000,0.000000,0.000000
1755336620044,0.000000,0.000000,0.000000,0.000000
1755336620044,0.000000,0.000000,0.000000,0.000000
1755336620044,0.000000,0.000000,0.000000,0.000000
1755336620049,0.000000,0.000000,0.000000,0.000000
1755336620049,0.000000,0.000000,0.000000,0.000000
1755336620055,0.000000,0.000000,0.000000,0.000000
1755336620055,0.000000,0.000000,0.000000,0.000000
1755336620055,0.000000,0.000000,0.000000,0.000000
1755336620060,0.000000,0.000000,0.000000,0.000000
1755336620060,0.000000,0.000000,0.000000,0.000000
1755336620064,0.000000,0.000000,0.000000,0.000000
1755336620064,0.000000,0.000000,0.000000,0.000000
1755336620065,0.000000,0.000000,0.000000,0.000000
1755336620071,0.000000,0.000000,0.000000,0.000000
1755336620071,0.000000,0.000000,0.000000,0.000000
1755336620071,0.000000,0.000000,0.000000,0.000000
1755336620076,0.000000,0.000000,0.000000,0.000000
1755336620076,0.000000,0.000000,0.000000,0.000000
1755336620082,0.000000,0.000000,0.000000,0.000000
1755336620082,0.000000,0.000000,0.000000,0.000000
1755336620082,0.000000,0.000000,0.000000,0.000000
1755336620089,0.000000,0.000000,0.000000,0.000000
1755336620089,0.000000,0.000000,0.000000,0.000000
1755336620089,0.000000,0.000000,0.000000,0.000000
1755336620089,0.000000,0.000000,0.000000,0.000000
1755336620095,0.000000,0.000000,0.000000,0.000000
1755336620095,0.000000,0.000000,0.000000,0.000000
1755336620101,0.000000,0.000000,0.000000,0.000000
1755336620101,0.000000,0.000000,0.000000,0.000000
1755336620101,0.000000,0.000000,0.000000,0.000000
1755336620106,0.000000,0.000000,0.000000,0.000000
1755336620106,0.000000,0.000000,0.000000,0.000000
1755336620106,0.000000,0.000000,0.000000,0.000000
1755336620113,0.000000,0.000000,0.000000,0.000000
1755336620113,0.000000,0.000000,0.000000,0.000000
1755336620113,0.000000,0.000000,0.000000,0.000000
1755336620120,0.000000,0.000000,0.000000,0.000000
1755336620120,0.000000,0.000000,0.000000,0.000000
1755336620120,0.000000,0.000000,0.000000,0.000000
1755336620120,0.000000,0.000000,0.000000,0.000000
1755336620126,0.000000,0.000000,0.000000,0.000000
1755336620126,0.000000,0.000000,0.000000,0.000000
1755336620126,0.000000,0.000000,0.000000,0.000000
1755336620130,0.000000,0.000000,0.000000,0.000000
1755336620130,0.000000,0.000000,0.000000,0.000000
1755336620136,0.000000,0.000000,0.000000,0.000000
1755336620137,0.000000,0.000000,0.000000,0.000000
1755336620137,0.000000,0.000000,0.000000,0.000000
1755336620142,0.000000,0.000000,0.000000,0.000000
1755336620142,0.000000,0.000000,0.000000,0.000000
1755336620147,0.000000,0.000000,0.000000,0.000000
1755336620148,0.000000,0.000000,0.000000,0.000000
1755336620148,0.000000,0.000000,0.000000,0.000000
1755336620154,0.000000,0.000000,0.000000,0.000000
1755336620154,0.000000,0.000000,0.000000,0.000000
1755336620154,0.000000,0.000000,0.000000,0.000000
1755336620159,0.000000,0.000000,0.000000,0.000000
1755336620160,0.000000,0.000000,0.000000,0.000000
1755336620160,0.000000,0.000000,0.000000,0.000000
1755336620165,0.000000,0.000000,0.000000,0.000000
1755336620165,0.000000,0.000000,0.000000,0.000000
1755336620165,0.000000,0.000000,0.000000,0.000000
1755336620171,0.000000,0.000000,0.000000,0.000000
1755336620171,0.000000,0.000000,0.000000,0.000000
1755336620171,0.000000,0.000000,0.000000,0.000000
1755336620177,0.000000,0.000000,0.000000,0.000000
1755336620177,0.000000,0.000000,0.000000,0.000000
1755336620182,0.000000,0.000000,0.000000,0.000000
1755336620182,0.000000,0.000000,0.000000,0.000000
1755336620182,0.000000,0.000000,0.000000,0.000000
1755336620189,0.000000,0.000000,0.000000,0.000000
1755336620189,0.000000,0.000000,0.000000,0.000000
1755336620189,0.000000,0.000000,0.000000,0.000000
1755336620194,0.000000,0.000000,0.000000,0.000000
1755336620194,0.000000,0.000000,0.000000,0.000000
1755336620194,0.000000,0.000000,0.000000,0.000000
1755336620201,0.000000,0.000000,0.000000,0.000000
1755336620201,0.000000,0.000000,0.000000,0.000000
1755336620201,0.000000,0.000000,0.000000,0.000000
1755336620206,0.000000,0.000000,0.000000,0.000000
1755336620206,0.000000,0.000000,0.000000,0.000000
1755336620206,0.000000,0.000000,0.000000,0.000000
1755336620211,0.000000,0.000000,0.000000,0.000000
1755336620211,0.000000,0.000000,0.000000,0.000000
1755336620217,0.000000,0.000000,0.000000,0.000000
1755336620217,0.000000,0.000000,0.000000,0.000000
1755336620217,0.000000,0.000000,0.000000,0.000000
1755336620222,0.000000,0.000000,0.000000,0.000000
1755336620222,0.000000,0.000000,0.000000,0.000000
1755336620227,0.000000,0.000000,0.000000,0.000000
1755336620227,0.000000,0.000000,0.000000,0.000000
1755336620227,0.000000,0.000000,0.000000,0.000000
1755336620232,0.000000,0.000000,0.000000,0.000000
1755336620232,0.000000,0.000000,0.000000,0.000000
1755336620238,0.000000,0.000000,0.000000,0.000000
1755336620238,0.000000,0.000000,0.000000,0.000000
1755336620238,0.000000,0.000000,0.000000,0.000000
1755336620243,0.000000,0.000000,0.000000,0.000000
1755336620243,0.000000,0.000000,0.000000,0.000000
1755336620243,0.000000,0.000000,0.000000,0.000000
1755336620248,0.000000,0.000000,0.000000,0.000000
1755336620248,0.000000,0.000000,0.000000,0.000000
1755336620254,0.000000,0.000000,0.000000,0.000000
1755336620254,0.000000,0.000000,0.000000,0.000000
1755336620254,0.000000,0.000000,0.000000,0.000000
1755336620259,0.000000,0.000000,0.000000,0.000000
1755336620259,0.000000,0.000000,0.000000,0.000000
1755336620259,0.000000,0.000000,0.000000,0.000000
1755336620264,0.000000,0.000000,0.000000,0.000000
1755336620264,0.000000,0.000000,0.000000,0.000000
1755336620271,0.000000,0.000000,0.000000,0.000000
1755336620271,0.000000,0.000000,0.000000,0.000000
1755336620271,0.000000,0.000000,0.000000,0.000000
1755336620276,0.000000,0.000000,0.000000,0.000000
1755336620276,0.000000,0.000000,0.000000,0.000000
1755336620276,0.000000,0.000000,0.000000,0.000000
1755336620281,0.000000,0.000000,0.000000,0.000000
1755336620281,0.000000,0.000000,0.000000,0.000000
1755336620287,0.000000,0.000000,0.000000,0.000000
1755336620287,0.000000,0.000000,0.000000,0.000000
1755336620287,0.000000,0.000000,0.000000,0.000000
1755336620293,0.000000,0.000000,0.000000,0.000000
1755336620293,0.000000,0.000000,0.000000,0.000000
1755336620293,0.000000,0.000000,0.000000,0.000000
1755336620298,0.000000,0.000000,0.000000,0.000000
1755336620298,0.000000,0.000000,0.000000,0.000000
1755336620298,0.000000,0.000000,0.000000,0.000000
1755336620304,0.000000,0.000000,0.000000,0.000000
1755336620304,0.000000,0.000000,0.000000,0.000000
1755336620312,0.000000,0.000000,0.000000,0.000000
1755336620312,0.000000,0.000000,0.000000,0.000000
1755336620313,0.000000,0.000000,0.000000,0.000000
1755336620313,0.000000,0.000000,0.000000,0.000000
1755336620318,0.000000,0.000000,0.000000,0.000000
1755336620318,0.000000,0.000000,0.000000,0.000000
1755336620318,0.000000,0.000000,0.000000,0.000000
1755336620323,0.000000,0.000000,0.000000,0.000000
1755336620323,0.000000,0.000000,0.000000,0.000000
1755336620323,0.000000,0.000000,0.000000,0.000000
1755336620328,0.000000,0.000000,0.000000,0.000000
1755336620328,0.000000,0.000000,0.000000,0.000000
1755336620334,0.000000,0.000000,0.000000,0.000000
1755336620334,0.000000,0.000000,0.000000,0.000000
1755336620334,0.000000,0.000000,0.000000,0.000000
1755336620340,0.000000,0.000000,0.000000,0.000000
1755336620340,0.000000,0.000000,0.000000,0.000000
1755336620340,0.000000,0.000000,0.000000,0.000000
1755336620345,0.000000,0.000000,0.000000,0.000000
1755336620345,0.000000,0.000000,0.000000,0.000000
1755336620346,0.000000,0.000000,0.000000,0.000000
1755336620351,0.000000,0.000000,0.000000,0.000000
1755336620351,0.000000,0.000000,0.000000,0.000000
1755336620357,0.000000,0.000000,0.000000,0.000000
1755336620357,0.000000,0.000000,0.000000,0.000000
1755336620357,0.000000,0.000000,0.000000,0.000000
1755336620362,0.000000,0.000000,0.000000,0.000000
1755336620363,0.000000,0.000000,0.000000,0.000000
1755336620363,0.000000,0.000000,0.000000,0.000000
1755336620368,0.000000,0.000000,0.000000,0.000000
1755336620368,0.000000,0.000000,0.000000,0.000000
1755336620368,0.000000,0.000000,0.000000,0.000000
1755336620373,0.000000,0.000000,0.000000,0.000000
1755336620373,0.000000,0.000000,0.000000,0.000000
1755336620379,0.000000,0.000000,0.000000,0.000000
1755336620379,0.000000,0.000000,0.000000,0.000000
1755336620379,0.000000,0.000000,0.000000,0.000000
1755336620384,0.000000,0.000000,0.000000,0.000000
1755336620384,0.000000,0.000000,0.000000,0.000000
1755336620384,0.000000,0.000000,0.000000,0.000000
1755336620389,0.000000,0.000000,0.000000,0.000000
1755336620389,0.000000,0.000000,0.000000,0.000000
1755336620395,0.000000,0.000000,0.000000,0.000000
1755336620396,0.000000,0.000000,0.000000,0.000000
1755336620396,0.000000,0.000000,0.000000,0.000000
1755336620401,0.000000,0.000000,0.000000,0.000000
1755336620401,0.000000,0.000000,0.000000,0.000000
1755336620401,0.000000,0.000000,0.000000,0.000000
1755336620406,0.000000,0.000000,0.000000,0.000000
1755336620406,0.000000,0.000000,0.000000,0.000000
1755336620406,0.000000,0.000000,0.000000,0.000000
1755336620411,0.000000,0.000000,0.000000,0.000000
1755336620411,0.000000,0.000000,0.000000,0.000000
1755336620417,0.000000,0.000000,0.000000,0.000000
1755336620417,0.000000,0.000000,0.000000,0.000000
1755336620417,0.000000,0.000000,0.000000,0.000000
1755336620422,0.000000,0.000000,0.000000,0.000000
1755336620422,0.000000,0.000000,0.000000,0.000000
1755336620427,0.000000,0.000000,0.000000,0.000000
1755336620427,0.000000,0.000000,0.000000,0.000000
1755336620427,0.000000,0.000000,0.000000,0.000000
1755336620432,0.000000,0.000000,0.000000,0.000000
1755336620432,0.000000,0.000000,0.000000,0.000000
1755336620437,0.000000,0.000000,0.000000,0.000000
1755336620437,0.000000,0.000000,0.000000,0.000000
1755336620437,0.000000,0.000000,0.000000,0.000000
1755336620442,0.000000,0.000000,0.000000,0.000000
1755336620442,0.000000,0.000000,0.000000,0.000000
1755336620447,0.000000,0.000000,0.000000,0.000000
1755336620447,0.000000,0.000000,0.000000,0.000000
1755336620447,0.000000,0.000000,0.000000,0.000000
1755336620453,0.000000,0.000000,0.000000,0.000000
1755336620453,0.000000,0.000000,0.000000,0.000000
1755336620453,0.000000,0.000000,0.000000,0.000000
1755336620459,0.000000,0.000000,0.000000,0.000000
1755336620459,0.000000,0.000000,0.000000,0.000000
1755336620463,0.000000,0.000000,0.000000,0.000000
1755336620464,0.000000,0.000000,0.000000,0.000000
1755336620464,0.000000,0.000000,0.000000,0.000000
1755336620470,0.000000,0.000000,0.000000,0.000000
1755336620470,0.000000,0.000000,0.000000,0.000000
1755336620470,0.000000,0.000000,0.000000,0.000000
1755336620475,0.000000,0.000000,0.000000,0.000000
1755336620475,0.000000,0.000000,0.000000,0.000000
1755336620479,0.000000,0.000000,0.000000,0.000000
1755336620479,0.000000,0.000000,0.000000,0.000000
1755336620484,0.000000,0.000000,0.000000,0.000000
1755336620484,0.000000,0.000000,0.000000,0.000000
1755336620484,0.000000,0.000000,0.000000,0.000000
1755336620489,0.000000,0.000000,0.000000,0.000000
1755336620489,0.000000,0.000000,0.000000,0.000000
1755336620495,0.000000,0.000000,0.000000,0.000000
1755336620495,0.000000,0.000000,0.000000,0.000000
1755336620495,0.000000,0.000000,0.000000,0.000000
1755336620501,0.000000,0.000000,0.000000,0.000000
1755336620501,0.000000,0.000000,0.000000,0.000000
1755336620501,0.000000,0.000000,0.000000,0.000000
1755336620505,0.000000,0.000000,0.000000,0.000000
1755336620505,0.000000,0.000000,0.000000,0.000000
1755336620511,0.000000,0.000000,0.000000,0.000000
1755336620511,0.000000,0.000000,0.000000,0.000000
1755336620511,0.000000,0.000000,0.000000,0.000000
1755336620517,0.000000,0.000000,0.000000,0.000000
1755336620517,0.000000,0.000000,0.000000,0.000000
1755336620521,0.000000,0.000000,0.000000,0.000000
1755336620521,0.000000,0.000000,0.000000,0.000000
1755336620521,0.000000,0.000000,0.000000,0.000000
1755336620526,0.000000,0.000000,0.000000,0.000000
1755336620526,0.000000,0.000000,0.000000,0.000000
1755336620530,0.000000,0.000000,0.000000,0.000000
1755336620530,0.000000,0.000000,0.000000,0.000000
1755336620536,0.000000,0.000000,0.000000,0.000000
1755336620536,0.000000,0.000000,0.000000,0.000000
1755336620536,0.000000,0.000000,0.000000,0.000000
1755336620541,0.000000,0.000000,0.000000,0.000000
1755336620541,0.000000,0.000000,0.000000,0.000000
1755336620541,0.000000,0.000000,0.000000,0.000000
1755336620546,0.000000,0.000000,0.000000,0.000000
1755336620546,0.000000,0.000000,0.000000,0.000000
1755336620551,0.000000,0.000000,0.000000,0.000000
1755336620551,0.000000,0.000000,0.000000,0.000000
1755336620551,0.000000,0.000000,0.000000,0.000000
1755336620556,0.000000,0.000000,0.000000,0.000000
1755336620556,0.000000,0.000000,0.000000,0.000000
1755336620562,0.000000,0.000000,0.000000,0.000000
1755336620562,0.000000,0.000000,0.000000,0.000000
1755336620567,0.000000,0.000000,0.000000,0.000000
1755336620567,0.000000,0.000000,0.000000,0.000000
1755336620567,0.000000,0.000000,0.000000,0.000000
1755336620571,0.000000,0.000000,0.000000,0.000000
1755336620571,0.000000,0.000000,0.000000,0.000000
1755336620576,0.000000,0.000000,0.000000,0.000000
1755336620576,0.000000,0.000000,0.000000,0.000000
1755336620576,0.000000,0.000000,0.000000,0.000000
1755336620581,0.000000,0.000000,0.000000,0.000000
1755336620581,0.000000,0.000000,0.000000,0.000000
1755336620587,0.000000,0.000000,0.000000,0.000000
1755336620587,0.000000,0.000000,0.000000,0.000000
1755336620587,0.000000,0.000000,0.000000,0.000000
1755336620592,0.000000,0.000000,0.000000,0.000000
1755336620592,0.000000,0.000000,0.000000,0.000000
1755336620592,0.000000,0.000000,0.000000,0.000000
1755336620597,0.000000,0.000000,0.000000,0.000000
1755336620597,0.000000,0.000000,0.000000,0.000000
1755336620603,0.000000,0.000000,0.000000,0.000000
1755336620603,0.000000,0.000000,0.000000,0.000000
1755336620607,0.000000,0.000000,0.000000,0.000000
1755336620608,0.000000,0.000000,0.000000,0.000000
1755336620608,0.000000,0.000000,0.000000,0.000000
1755336620616,0.000000,0.000000,0.000000,0.000000
1755336620616,0.000000,0.000000,0.000000,0.000000
1755336620622,0.000000,0.000000,0.000000,0.000000
1755336620622,0.000000,0.000000,0.000000,0.000000
1755336620622,0.000000,0.000000,0.000000,0.000000
1755336620622,0.000000,0.000000,0.000000,0.000000
1755336620622,0.000000,0.000000,0.000000,0.000000
1755336620628,0.000000,0.000000,0.000000,0.000000
1755336620628,0.000000,0.000000,0.000000,0.000000
1755336620628,0.000000,0.000000,0.000000,0.000000
1755336620634,0.000000,0.000000,0.000000,0.000000
1755336620634,0.000000,0.000000,0.000000,0.000000
1755336620634,0.000000,0.000000,0.000000,0.000000
1755336620639,0.000000,0.000000,0.000000,0.000000
1755336620639,0.000000,0.000000,0.000000,0.000000
1755336620639,0.000000,0.000000,0.000000,0.000000
1755336620645,0.000000,0.000000,0.000000,0.000000
1755336620645,0.000000,0.000000,0.000000,0.000000
1755336620651,0.000000,0.000000,0.000000,0.000000
1755336620651,0.000000,0.000000,0.000000,0.000000
1755336620651,0.000000,0.000000,0.000000,0.000000
1755336620656,0.000000,0.000000,0.000000,0.000000
1755336620656,0.000000,0.000000,0.000000,0.000000
1755336620661,0.000000,0.000000,0.000000,0.000000
1755336620661,0.000000,0.000000,0.000000,0.000000
1755336620661,0.000000,0.000000,0.000000,0.000000
1755336620666,0.000000,0.000000,0.000000,0.000000
1755336620666,0.000000,0.000000,0.000000,0.000000
1755336620670,0.000000,0.000000,0.000000,0.000000
1755336620671,0.000000,0.000000,0.000000,0.000000
1755336620671,0.000000,0.000000,0.000000,0.000000
1755336620675,0.000000,0.000000,0.000000,0.000000
1755336620675,0.000000,0.000000,0.000000,0.000000
1755336620680,0.000000,0.000000,0.000000,0.000000
1755336620680,0.000000,0.000000,0.000000,0.000000
1755336620684,0.000000,0.000000,0.000000,0.000000
1755336620685,0.000000,0.000000,0.000000,0.000000
1755336620689,0.000000,0.000000,0.000000,0.000000
1755336620689,0.000000,0.000000,0.000000,0.000000
1755336620689,0.000000,0.000000,0.000000,0.000000
1755336620694,0.000000,0.000000,0.000000,0.000000
1755336620694,0.000000,0.000000,0.000000,0.000000
1755336620699,0.000000,0.000000,0.000000,0.000000
1755336620699,0.000000,0.000000,0.000000,0.000000
1755336620699,0.000000,0.000000,0.000000,0.000000
1755336620704,0.000000,0.000000,0.000000,0.000000
1755336620704,0.000000,0.000000,0.000000,0.000000
1755336620709,0.000000,0.000000,0.000000,0.000000
1755336620709,0.000000,0.000000,0.000000,0.000000
1755336620709,0.000000,0.000000,0.000000,0.000000
1755336620714,0.000000,0.000000,0.000000,0.000000
1755336620714,0.000000,0.000000,0.000000,0.000000
1755336620719,0.000000,0.000000,0.000000,0.000000
1755336620719,0.000000,0.000000,0.000000,0.000000
1755336620719,0.000000,0.000000,0.000000,0.000000
1755336620724,0.000000,0.000000,0.000000,0.000000
1755336620724,0.000000,0.000000,0.000000,0.000000
1755336620730,0.000000,0.000000,0.000000,0.000000
1755336620730,0.000000,0.000000,0.000000,0.000000
1755336620735,0.000000,0.000000,0.000000,0.000000
1755336620736,0.000000,0.000000,0.000000,0.000000
1755336620736,0.000000,0.000000,0.000000,0.000000
1755336620740,0.000000,0.000000,0.000000,0.000000
1755336620740,0.000000,0.000000,0.000000,0.000000
1755336620745,0.000000,0.000000,0.000000,0.000000
1755336620745,0.000000,0.000000,0.000000,0.000000
1755336620745,0.000000,0.000000,0.000000,0.000000
1755336620750,0.000000,0.000000,0.000000,0.000000
1755336620750,0.000000,0.000000,0.000000,0.000000
1755336620754,0.000000,0.000000,0.000000,0.000000
1755336620754,0.000000,0.000000,0.000000,0.000000
1755336620754,0.000000,0.000000,0.000000,0.000000
1755336620759,0.000000,0.000000,0.000000,0.000000
1755336620759,0.000000,0.000000,0.000000,0.000000
1755336620764,0.000000,0.000000,0.000000,0.000000
1755336620764,0.000000,0.000000,0.000000,0.000000
1755336620769,0.000000,0.000000,0.000000,0.000000
1755336620769,0.000000,0.000000,0.000000,0.000000
1755336620773,0.000000,0.000000,0.000000,0.000000
1755336620773,0.000000,0.000000,0.000000,0.000000
1755336620778,0.000000,0.000000,0.000000,0.000000
1755336620779,0.000000,0.000000,0.000000,0.000000
1755336620779,0.000000,0.000000,0.000000,0.000000
1755336620783,0.000000,0.000000,0.000000,0.000000
1755336620783,0.000000,0.000000,0.000000,0.000000
1755336620788,0.000000,0.000000,0.000000,0.000000
1755336620788,0.000000,0.000000,0.000000,0.000000
1755336620788,0.000000,0.000000,0.000000,0.000000
1755336620793,0.000000,0.000000,0.000000,0.000000
1755336620793,0.000000,0.000000,0.000000,0.000000
1755336620798,0.000000,0.000000,0.000000,0.000000
1755336620798,0.000000,0.000000,0.000000,0.000000
1755336620798,0.000000,0.000000,0.000000,0.000000
1755336620803,0.000000,0.000000,0.000000,0.000000
1755336620803,0.000000,0.000000,0.000000,0.000000
1755336620809,0.000000,0.000000,0.000000,0.000000
1755336620809,0.000000,0.000000,0.000000,0.000000
1755336620809,0.000000,0.000000,0.000000,0.000000
1755336620813,0.000000,0.000000,0.000000,0.000000
1755336620813,0.000000,0.000000,0.000000,0.000000
1755336620818,0.000000,0.000000,0.000000,0.000000
