timestamp,rSpeedFiltered,lSpeedFiltered,RCtrl,LCtrl
1755273295263,0.000000,0.000000,0.000000,0.000000
1755273295266,0.000000,0.000000,0.000000,0.000000
1755273295266,0.000000,0.000000,0.000000,0.000000
1755273295270,0.000000,0.000000,0.000000,0.000000
1755273295270,0.000000,0.000000,0.000000,0.000000
1755273295273,0.000000,0.000000,0.000000,0.000000
1755273295277,0.000000,0.000000,0.000000,0.000000
1755273295277,0.000000,0.000000,0.000000,0.000000
1755273295281,0.000000,0.000000,0.000000,0.000000
1755273295285,0.000000,0.000000,0.000000,0.000000
1755273295285,0.000000,0.000000,0.000000,0.000000
1755273295285,0.000000,0.000000,0.000000,0.000000
1755273295288,0.000000,0.000000,0.000000,0.000000
1755273295292,0.000000,0.000000,0.000000,0.000000
1755273295292,0.000000,0.000000,0.000000,0.000000
1755273295295,0.000000,0.000000,0.000000,0.000000
1755273295295,0.000000,0.000000,0.000000,0.000000
1755273295299,0.000000,0.000000,0.000000,0.000000
1755273295299,0.000000,0.000000,0.000000,0.000000
1755273295303,0.000000,0.000000,0.000000,0.000000
1755273295303,0.000000,0.000000,0.000000,0.000000
1755273295307,0.000000,0.000000,0.000000,0.000000
1755273295307,0.000000,0.000000,0.000000,0.000000
1755273295311,0.000000,0.000000,0.000000,0.000000
1755273295311,0.000000,0.000000,0.000000,0.000000
1755273295315,0.000000,0.000000,0.000000,0.000000
1755273295318,0.000000,0.000000,0.000000,0.000000
1755273295319,0.000000,0.000000,0.000000,0.000000
1755273295322,0.000000,0.000000,0.000000,0.000000
1755273295322,0.000000,0.000000,0.000000,0.000000
1755273295325,0.000000,0.000000,0.000000,0.000000
1755273295329,0.000000,0.000000,0.000000,0.000000
1755273295329,0.000000,0.000000,0.000000,0.000000
1755273295333,0.000000,0.000000,0.000000,0.000000
1755273295333,0.000000,0.000000,0.000000,0.000000
1755273295336,0.000000,0.000000,0.000000,0.000000
1755273295337,0.000000,0.000000,0.000000,0.000000
1755273295340,0.000000,0.000000,0.000000,0.000000
1755273295343,0.000000,0.000000,0.000000,0.000000
1755273295344,0.000000,0.000000,0.000000,0.000000
1755273295347,0.000000,0.000000,0.000000,0.000000
1755273295347,0.000000,0.000000,0.000000,0.000000
1755273295351,0.000000,0.000000,0.000000,0.000000
1755273295351,0.000000,0.000000,0.000000,0.000000
1755273295355,0.000000,0.000000,0.000000,0.000000
1755273295355,0.000000,0.000000,0.000000,0.000000
1755273295358,0.000000,0.000000,0.000000,0.000000
1755273295358,0.000000,0.000000,0.000000,0.000000
1755273295362,0.000000,0.000000,0.000000,0.000000
1755273295362,0.000000,0.000000,0.000000,0.000000
1755273295365,0.000000,0.000000,0.000000,0.000000
1755273295369,0.000000,0.000000,0.000000,0.000000
1755273295369,0.000000,0.000000,0.000000,0.000000
1755273295372,0.000000,0.000000,0.000000,0.000000
1755273295376,0.000000,0.000000,0.000000,0.000000
1755273295377,0.000000,0.000000,0.000000,0.000000
1755273295380,0.000000,0.000000,0.000000,0.000000
1755273295380,0.000000,0.000000,0.000000,0.000000
1755273295383,0.000000,0.000000,0.000000,0.000000
1755273295383,0.000000,0.000000,0.000000,0.000000
1755273295387,0.000000,0.000000,0.000000,0.000000
1755273295387,0.000000,0.000000,0.000000,0.000000
1755273295391,0.000000,0.000000,0.000000,0.000000
1755273295391,0.000000,0.000000,0.000000,0.000000
1755273295395,0.000000,0.000000,0.000000,0.000000
1755273295395,0.000000,0.000000,0.000000,0.000000
1755273295399,0.000000,0.000000,0.000000,0.000000
1755273295403,0.000000,0.000000,0.000000,0.000000
1755273295403,0.000000,0.000000,0.000000,0.000000
1755273295406,0.000000,0.000000,0.000000,0.000000
1755273295406,0.000000,0.000000,0.000000,0.000000
1755273295410,0.000000,0.000000,0.000000,0.000000
1755273295410,0.000000,0.000000,0.000000,0.000000
1755273295414,0.000000,0.000000,0.000000,0.000000
1755273295414,0.000000,0.000000,0.000000,0.000000
1755273295418,0.000000,0.000000,0.000000,0.000000
1755273295418,0.000000,0.000000,0.000000,0.000000
1755273295422,0.000000,0.000000,0.000000,0.000000
1755273295422,0.000000,0.000000,0.000000,0.000000
1755273295425,0.000000,0.000000,0.000000,0.000000
1755273295429,0.000000,0.000000,0.000000,0.000000
1755273295429,0.000000,0.000000,0.000000,0.000000
1755273295432,0.000000,0.000000,0.000000,0.000000
1755273295432,0.000000,0.000000,0.000000,0.000000
1755273295436,0.000000,0.000000,0.000000,0.000000
1755273295436,0.000000,0.000000,0.000000,0.000000
1755273295439,0.000000,0.000000,0.000000,0.000000
1755273295444,0.000000,0.000000,0.000000,0.000000
1755273295444,0.000000,0.000000,0.000000,0.000000
1755273295448,0.000000,0.000000,0.000000,0.000000
1755273295448,0.000000,0.000000,0.000000,0.000000
1755273295452,0.000000,0.000000,0.000000,0.000000
1755273295452,0.000000,0.000000,0.000000,0.000000
1755273295455,0.000000,0.000000,0.000000,0.000000
1755273295455,0.000000,0.000000,0.000000,0.000000
1755273295459,0.000000,0.000000,0.000000,0.000000
1755273295459,0.000000,0.000000,0.000000,0.000000
1755273295462,0.000000,0.000000,0.000000,0.000000
1755273295466,0.000000,0.000000,0.000000,0.000000
1755273295466,0.000000,0.000000,0.000000,0.000000
1755273295470,0.000000,0.000000,0.000000,0.000000
1755273295470,0.000000,0.000000,0.000000,0.000000
1755273295473,0.000000,0.000000,0.000000,0.000000
1755273295473,0.000000,0.000000,0.000000,0.000000
1755273295477,0.000000,0.000000,0.000000,0.000000
1755273295477,0.000000,0.000000,0.000000,0.000000
1755273295481,0.000000,0.000000,0.000000,0.000000
1755273295481,0.000000,0.000000,0.000000,0.000000
1755273295485,0.000000,0.000000,0.000000,0.000000
1755273295485,0.000000,0.000000,0.000000,0.000000
1755273295489,0.000000,0.000000,0.000000,0.000000
1755273295492,0.000000,0.000000,0.000000,0.000000
1755273295492,0.000000,0.000000,0.000000,0.000000
1755273295496,0.000000,0.000000,0.000000,0.000000
1755273295496,0.000000,0.000000,0.000000,0.000000
1755273295500,0.000000,0.000000,0.000000,0.000000
1755273295504,0.000000,0.000000,0.000000,0.000000
1755273295504,0.000000,0.000000,0.000000,0.000000
1755273295507,0.000000,0.000000,0.000000,0.000000
1755273295507,0.000000,0.000000,0.000000,0.000000
1755273295511,0.000000,0.000000,0.000000,0.000000
1755273295511,0.000000,0.000000,0.000000,0.000000
1755273295515,0.000000,0.000000,0.000000,0.000000
1755273295515,0.000000,0.000000,0.000000,0.000000
1755273295519,0.000000,0.000000,0.000000,0.000000
1755273295519,0.000000,0.000000,0.000000,0.000000
1755273295522,0.000000,0.000000,0.000000,0.000000
1755273295526,0.000000,0.000000,0.000000,0.000000
1755273295526,0.000000,0.000000,0.000000,0.000000
1755273295529,0.000000,0.000000,0.000000,0.000000
1755273295529,0.000000,0.000000,0.000000,0.000000
1755273295533,0.000000,0.000000,0.000000,0.000000
1755273295533,0.000000,0.000000,0.000000,0.000000
1755273295537,0.000000,0.000000,0.000000,0.000000
1755273295540,0.000000,0.000000,0.000000,0.000000
1755273295540,0.000000,0.000000,0.000000,0.000000
1755273295544,0.000000,0.000000,0.000000,0.000000
1755273295544,0.000000,0.000000,0.000000,0.000000
1755273295547,0.000000,0.000000,0.000000,0.000000
1755273295547,0.000000,0.000000,0.000000,0.000000
1755273295552,0.000000,0.000000,0.000000,0.000000
1755273295552,0.000000,0.000000,0.000000,0.000000
1755273295555,0.000000,0.000000,0.000000,0.000000
1755273295555,0.000000,0.000000,0.000000,0.000000
1755273295559,0.000000,0.000000,0.000000,0.000000
1755273295562,0.000000,0.000000,0.000000,0.000000
1755273295563,0.000000,0.000000,0.000000,0.000000
1755273295566,0.000000,0.000000,0.000000,0.000000
1755273295566,0.000000,0.000000,0.000000,0.000000
1755273295570,0.000000,0.000000,0.000000,0.000000
1755273295570,0.000000,0.000000,0.000000,0.000000
1755273295573,0.000000,0.000000,0.000000,0.000000
1755273295573,0.000000,0.000000,0.000000,0.000000
1755273295577,0.000000,0.000000,0.000000,0.000000
1755273295581,0.000000,0.000000,0.000000,0.000000
1755273295581,0.000000,0.000000,0.000000,0.000000
1755273295585,0.000000,0.000000,0.000000,0.000000
1755273295585,0.000000,0.000000,0.000000,0.000000
1755273295589,0.000000,0.000000,0.000000,0.000000
1755273295589,0.000000,0.000000,0.000000,0.000000
1755273295592,0.000000,0.000000,0.000000,0.000000
1755273295595,0.000000,0.000000,0.000000,0.000000
1755273295596,0.000000,0.000000,0.000000,0.000000
1755273295599,0.000000,0.000000,0.000000,0.000000
1755273295599,0.000000,0.000000,0.000000,0.000000
1755273295603,0.000000,0.000000,0.000000,0.000000
1755273295603,0.000000,0.000000,0.000000,0.000000
1755273295606,0.000000,0.000000,0.000000,0.000000
1755273295609,0.000000,0.000000,0.000000,0.000000
1755273295609,0.000000,0.000000,0.000000,0.000000
1755273295613,0.000000,0.000000,0.000000,0.000000
1755273295613,0.000000,0.000000,0.000000,0.000000
1755273295616,0.000000,0.000000,0.000000,0.000000
1755273295616,0.000000,0.000000,0.000000,0.000000
1755273295620,0.000000,0.000000,0.000000,0.000000
1755273295623,0.000000,0.000000,0.000000,0.000000
1755273295627,0.000000,0.000000,0.000000,0.000000
1755273295627,0.000000,0.000000,0.000000,0.000000
1755273295630,0.000000,0.000000,0.000000,0.000000
1755273295630,0.000000,0.000000,0.000000,0.000000
1755273295634,0.000000,0.000000,0.000000,0.000000
1755273295634,0.000000,0.000000,0.000000,0.000000
1755273295638,0.000000,0.000000,0.000000,0.000000
1755273295638,0.000000,0.000000,0.000000,0.000000
1755273295641,0.000000,0.000000,0.000000,0.000000
1755273295644,0.000000,0.000000,0.000000,0.000000
1755273295644,0.000000,0.000000,0.000000,0.000000
1755273295648,0.000000,0.000000,0.000000,0.000000
1755273295648,0.000000,0.000000,0.000000,0.000000
1755273295652,0.000000,0.000000,0.000000,0.000000
1755273295652,0.000000,0.000000,0.000000,0.000000
1755273295656,0.000000,0.000000,0.000000,0.000000
1755273295656,0.000000,0.000000,0.000000,0.000000
1755273295660,0.000000,0.000000,0.000000,0.000000
1755273295660,0.000000,0.000000,0.000000,0.000000
1755273295663,0.000000,0.000000,0.000000,0.000000
1755273295668,0.000000,0.000000,0.000000,0.000000
1755273295668,0.000000,0.000000,0.000000,0.000000
1755273295671,0.000000,0.000000,0.000000,0.000000
1755273295671,0.000000,0.000000,0.000000,0.000000
1755273295674,0.000000,0.000000,0.000000,0.000000
1755273295674,0.000000,0.000000,0.000000,0.000000
1755273295678,0.000000,0.000000,0.000000,0.000000
1755273295678,0.000000,0.000000,0.000000,0.000000
1755273295681,0.000000,0.000000,0.000000,0.000000
1755273295685,0.000000,0.000000,0.000000,0.000000
1755273295685,0.000000,0.000000,0.000000,0.000000
1755273295689,0.000000,0.000000,0.000000,0.000000
1755273295689,0.000000,0.000000,0.000000,0.000000
1755273295693,0.000000,0.000000,0.000000,0.000000
1755273295693,0.000000,0.000000,0.000000,0.000000
1755273295696,0.000000,0.000000,0.000000,0.000000
1755273295696,0.000000,0.000000,0.000000,0.000000
1755273295700,0.000000,0.000000,0.000000,0.000000
1755273295700,0.000000,0.000000,0.000000,0.000000
1755273295705,0.000000,0.000000,0.000000,0.000000
1755273295708,0.000000,0.000000,0.000000,0.000000
1755273295708,0.000000,0.000000,0.000000,0.000000
1755273295712,0.000000,0.000000,0.000000,0.000000
1755273295712,0.000000,0.000000,0.000000,0.000000
1755273295716,0.000000,0.000000,0.000000,0.000000
1755273295716,0.000000,0.000000,0.000000,0.000000
1755273295720,0.000000,0.000000,0.000000,0.000000
1755273295720,0.000000,0.000000,0.000000,0.000000
1755273295723,0.000000,0.000000,0.000000,0.000000
1755273295723,0.000000,0.000000,0.000000,0.000000
1755273295727,0.000000,0.000000,0.000000,0.000000
1755273295727,0.000000,0.000000,0.000000,0.000000
1755273295730,0.000000,0.000000,0.000000,0.000000
1755273295735,0.000000,0.000000,0.000000,0.000000
1755273295735,0.000000,0.000000,0.000000,0.000000
1755273295739,0.000000,0.000000,0.000000,0.000000
1755273295739,0.000000,0.000000,0.000000,0.000000
1755273295739,0.000000,0.000000,0.000000,0.000000
1755273295744,0.000000,0.000000,0.000000,0.000000
1755273295744,0.000000,0.000000,0.000000,0.000000
1755273295747,0.000000,0.000000,0.000000,0.000000
1755273295750,0.000000,0.000000,0.000000,0.000000
1755273295750,0.000000,0.000000,0.000000,0.000000
1755273295754,0.000000,0.000000,0.000000,0.000000
1755273295754,0.000000,0.000000,0.000000,0.000000
1755273295757,0.000000,0.000000,0.000000,0.000000
1755273295761,0.000000,0.000000,0.000000,0.000000
1755273295761,0.000000,0.000000,0.000000,0.000000
1755273295764,0.000000,0.000000,0.000000,0.000000
1755273295764,0.000000,0.000000,0.000000,0.000000
1755273295768,0.000000,0.000000,0.000000,0.000000
1755273295768,0.000000,0.000000,0.000000,0.000000
1755273295771,0.000000,0.000000,0.000000,0.000000
1755273295774,0.000000,0.000000,0.000000,0.000000
1755273295774,0.000000,0.000000,0.000000,0.000000
1755273295778,0.000000,0.000000,0.000000,0.000000
1755273295778,0.000000,0.000000,0.000000,0.000000
1755273295781,0.000000,0.000000,0.000000,0.000000
1755273295785,0.000000,0.000000,0.000000,0.000000
1755273295785,0.000000,0.000000,0.000000,0.000000
1755273295788,0.000000,0.000000,0.000000,0.000000
1755273295789,0.000000,0.000000,0.000000,0.000000
1755273295793,0.000000,0.000000,0.000000,0.000000
1755273295793,0.000000,0.000000,0.000000,0.000000
1755273295796,0.000000,0.000000,0.000000,0.000000
1755273295799,0.000000,0.000000,0.000000,0.000000
1755273295800,0.000000,0.000000,0.000000,0.000000
1755273295803,0.000000,0.000000,0.000000,0.000000
1755273295803,0.000000,0.000000,0.000000,0.000000
1755273295807,0.000000,0.000000,0.000000,0.000000
1755273295807,0.000000,0.000000,0.000000,0.000000
1755273295811,0.000000,0.000000,0.000000,0.000000
1755273295811,0.000000,0.000000,0.000000,0.000000
1755273295814,0.000000,0.000000,0.000000,0.000000
1755273295818,0.000000,0.000000,0.000000,0.000000
1755273295818,0.000000,0.000000,0.000000,0.000000
1755273295821,0.000000,0.000000,0.000000,0.000000
1755273295821,0.000000,0.000000,0.000000,0.000000
1755273295824,0.000000,0.000000,0.000000,0.000000
1755273295824,0.000000,0.000000,0.000000,0.000000
1755273295828,0.000000,0.000000,0.000000,0.000000
1755273295832,0.000000,0.000000,0.000000,0.000000
1755273295832,0.000000,0.000000,0.000000,0.000000
1755273295835,0.000000,0.000000,0.000000,0.000000
1755273295836,0.000000,0.000000,0.000000,0.000000
1755273295838,0.000000,0.000000,0.000000,0.000000
1755273295842,0.000000,0.000000,0.000000,0.000000
1755273295842,0.000000,0.000000,0.000000,0.000000
1755273295846,0.000000,0.000000,0.000000,0.000000
1755273295846,0.000000,0.000000,0.000000,0.000000
1755273295850,0.000000,0.000000,0.000000,0.000000
1755273295850,0.000000,0.000000,0.000000,0.000000
1755273295854,0.000000,0.000000,0.000000,0.000000
1755273295854,0.000000,0.000000,0.000000,0.000000
1755273295857,0.000000,0.000000,0.000000,0.000000
1755273295861,0.000000,0.000000,0.000000,0.000000
1755273295861,0.000000,0.000000,0.000000,0.000000
1755273295864,0.000000,0.000000,0.000000,0.000000
1755273295864,0.000000,0.000000,0.000000,0.000000
1755273295868,0.000000,0.000000,0.000000,0.000000
1755273295868,0.000000,0.000000,0.000000,0.000000
1755273295872,0.000000,0.000000,0.000000,0.000000
1755273295875,0.000000,0.000000,0.000000,0.000000
1755273295875,0.000000,0.000000,0.000000,0.000000
1755273295879,0.000000,0.000000,0.000000,0.000000
1755273295879,0.000000,0.000000,0.000000,0.000000
1755273295882,0.000000,0.000000,0.000000,0.000000
1755273295886,0.000000,0.000000,0.000000,0.000000
1755273295886,0.000000,0.000000,0.000000,0.000000
1755273295889,0.000000,0.000000,0.000000,0.000000
1755273295889,0.000000,0.000000,0.000000,0.000000
1755273295893,0.000000,0.000000,0.000000,0.000000
1755273295893,0.000000,0.000000,0.000000,0.000000
1755273295896,0.000000,0.000000,0.000000,0.000000
1755273295897,0.000000,0.000000,0.000000,0.000000
1755273295901,0.000000,0.000000,0.000000,0.000000
1755273295901,0.000000,0.000000,0.000000,0.000000
1755273295904,0.000000,0.000000,0.000000,0.000000
1755273295904,0.000000,0.000000,0.000000,0.000000
1755273295908,0.000000,0.000000,0.000000,0.000000
1755273295912,0.000000,0.000000,0.000000,0.000000
1755273295912,0.000000,0.000000,0.000000,0.000000
1755273295915,0.000000,0.000000,0.000000,0.000000
1755273295919,0.000000,0.000000,0.000000,0.000000
1755273295919,0.000000,0.000000,0.000000,0.000000
1755273295922,0.000000,0.000000,0.000000,0.000000
1755273295923,0.000000,0.000000,0.000000,0.000000
1755273295926,0.000000,0.000000,0.000000,0.000000
1755273295926,0.000000,0.000000,0.000000,0.000000
1755273295930,0.000000,0.000000,0.000000,0.000000
1755273295930,0.000000,0.000000,0.000000,0.000000
1755273295934,0.000000,0.000000,0.000000,0.000000
1755273295937,0.000000,0.000000,0.000000,0.000000
1755273295937,0.000000,0.000000,0.000000,0.000000
1755273295941,0.000000,0.000000,0.000000,0.000000
1755273295941,0.000000,0.000000,0.000000,0.000000
1755273295944,0.000000,0.000000,0.000000,0.000000
1755273295944,0.000000,0.000000,0.000000,0.000000
1755273295948,0.000000,0.000000,0.000000,0.000000
1755273295948,0.000000,0.000000,0.000000,0.000000
1755273295952,0.000000,0.000000,0.000000,0.000000
1755273295952,0.000000,0.000000,0.000000,0.000000
1755273295954,0.000000,0.000000,0.000000,0.000000
1755273295958,0.000000,0.000000,0.000000,0.000000
1755273295961,0.000000,0.000000,0.000000,0.000000
1755273295962,0.000000,0.000000,0.000000,0.000000
1755273295965,0.000000,0.000000,0.000000,0.000000
1755273295965,0.000000,0.000000,0.000000,0.000000
1755273295969,0.000000,0.000000,0.000000,0.000000
1755273295969,0.000000,0.000000,0.000000,0.000000
1755273295972,0.000000,0.000000,0.000000,0.000000
1755273295977,0.000000,0.000000,0.000000,0.000000
1755273295977,0.000000,0.000000,0.000000,0.000000
1755273295979,0.000000,0.000000,0.000000,0.000000
1755273295979,0.000000,0.000000,0.000000,0.000000
1755273295983,0.000000,0.000000,0.000000,0.000000
1755273295983,0.000000,0.000000,0.000000,0.000000
1755273295988,0.000000,0.000000,0.000000,0.000000
1755273295988,0.000000,0.000000,0.000000,0.000000
1755273295996,0.000000,0.000000,0.000000,0.000000
1755273295998,0.000000,0.000000,0.000000,0.000000
1755273295998,0.000000,0.000000,0.000000,0.000000
1755273295998,0.000000,0.000000,0.000000,0.000000
1755273295998,0.000000,0.000000,0.000000,0.000000
1755273296002,0.000000,0.000000,0.000000,0.000000
1755273296002,0.000000,0.000000,0.000000,0.000000
1755273296006,0.000000,0.000000,0.000000,0.000000
1755273296006,0.000000,0.000000,0.000000,0.000000
1755273296009,0.000000,0.000000,0.000000,0.000000
1755273296009,0.000000,0.000000,0.000000,0.000000
1755273296012,0.000000,0.000000,0.000000,0.000000
1755273296016,0.000000,0.000000,0.000000,0.000000
1755273296016,0.000000,0.000000,0.000000,0.000000
1755273296019,0.000000,0.000000,0.000000,0.000000
1755273296019,0.000000,0.000000,0.000000,0.000000
1755273296022,0.000000,0.000000,0.000000,0.000000
1755273296027,0.000000,0.000000,0.000000,0.000000
1755273296027,0.000000,0.000000,0.000000,0.000000
1755273296029,0.000000,0.000000,0.000000,0.000000
1755273296029,0.000000,0.000000,0.000000,0.000000
1755273296033,0.000000,0.000000,0.000000,0.000000
1755273296034,0.000000,0.000000,0.000000,0.000000
1755273296038,0.000000,0.000000,0.000000,0.000000
1755273296038,0.000000,0.000000,0.000000,0.000000
1755273296041,0.000000,0.000000,0.000000,0.000000
1755273296045,0.000000,0.000000,0.000000,0.000000
1755273296045,0.000000,0.000000,0.000000,0.000000
1755273296049,0.000000,0.000000,0.000000,0.000000
1755273296049,0.000000,0.000000,0.000000,0.000000
1755273296052,0.000000,0.000000,0.000000,0.000000
1755273296053,0.000000,0.000000,0.000000,0.000000
1755273296056,0.000000,0.000000,0.000000,0.000000
1755273296060,0.000000,0.000000,0.000000,0.000000
1755273296060,0.000000,0.000000,0.000000,0.000000
1755273296063,0.000000,0.000000,0.000000,0.000000
1755273296063,0.000000,0.000000,0.000000,0.000000
1755273296068,0.000000,0.000000,0.000000,0.000000
1755273296068,0.000000,0.000000,0.000000,0.000000
1755273296071,0.000000,0.000000,0.000000,0.000000
1755273296071,0.000000,0.000000,0.000000,0.000000
1755273296075,0.000000,0.000000,0.000000,0.000000
1755273296078,0.000000,0.000000,0.000000,0.000000
1755273296079,0.000000,0.000000,0.000000,0.000000
1755273296082,0.000000,0.000000,0.000000,0.000000
1755273296082,0.000000,0.000000,0.000000,0.000000
1755273296086,0.000000,0.000000,0.000000,0.000000
1755273296086,0.000000,0.000000,0.000000,0.000000
1755273296089,0.000000,0.000000,0.000000,0.000000
1755273296093,0.000000,0.000000,0.000000,0.000000
1755273296093,0.000000,0.000000,0.000000,0.000000
1755273296097,0.000000,0.000000,0.000000,0.000000
1755273296097,0.000000,0.000000,0.000000,0.000000
1755273296101,0.000000,0.000000,0.000000,0.000000
1755273296101,0.000000,0.000000,0.000000,0.000000
1755273296105,0.000000,0.000000,0.000000,0.000000
1755273296105,0.000000,0.000000,0.000000,0.000000
1755273296108,0.000000,0.000000,0.000000,0.000000
1755273296108,0.000000,0.000000,0.000000,0.000000
1755273296112,0.000000,0.000000,0.000000,0.000000
1755273296112,0.000000,0.000000,0.000000,0.000000
1755273296116,0.000000,0.000000,0.000000,0.000000
1755273296119,0.000000,0.000000,0.000000,0.000000
1755273296119,0.000000,0.000000,0.000000,0.000000
1755273296122,0.000000,0.000000,0.000000,0.000000
1755273296122,0.000000,0.000000,0.000000,0.000000
1755273296126,0.000000,0.000000,0.000000,0.000000
1755273296127,0.000000,0.000000,0.000000,0.000000
