timestamp,Rspeed,Lspeed,RControl,LControl
1755093430938,0.000000,0.000000,0.000000,0.000000
1755093430944,0.000000,0.000000,0.000000,0.000000
1755093430944,0.000000,0.000000,0.000000,0.000000
1755093430949,0.000000,0.000000,0.000000,0.000000
1755093430949,0.000000,0.000000,0.000000,0.000000
1755093430952,0.000000,0.000000,0.000000,0.000000
1755093430953,0.000000,0.000000,0.000000,0.000000
1755093430956,0.000000,0.000000,0.000000,0.000000
1755093430956,0.000000,0.000000,0.000000,0.000000
1755093430960,0.000000,0.000000,0.000000,0.000000
1755093430960,0.000000,0.000000,0.000000,0.000000
1755093430965,0.000000,0.000000,0.000000,0.000000
1755093430965,0.000000,0.000000,0.000000,0.000000
1755093430965,0.000000,0.000000,0.000000,0.000000
1755093430969,0.000000,0.000000,0.000000,0.000000
1755093430973,0.000000,0.000000,0.000000,0.000000
1755093430973,0.000000,0.000000,0.000000,0.000000
1755093430976,0.000000,0.000000,0.000000,0.000000
1755093430976,0.000000,0.000000,0.000000,0.000000
1755093430980,0.000000,0.000000,0.000000,0.000000
1755093430980,0.000000,0.000000,0.000000,0.000000
1755093430984,0.000000,0.000000,0.000000,0.000000
1755093430984,0.000000,0.000000,0.000000,0.000000
1755093430989,0.000000,0.000000,0.000000,0.000000
1755093430989,0.000000,0.000000,0.000000,0.000000
1755093430992,0.000000,0.000000,0.000000,0.000000
1755093430992,0.000000,0.000000,0.000000,0.000000
1755093430996,0.000000,0.000000,0.000000,0.000000
1755093430996,0.000000,0.000000,0.000000,0.000000
1755093431000,0.000000,0.000000,0.000000,0.000000
1755093431000,0.000000,0.000000,0.000000,0.000000
1755093431004,0.000000,0.000000,0.000000,0.000000
1755093431004,0.000000,0.000000,0.000000,0.000000
1755093431008,0.000000,0.000000,0.000000,0.000000
1755093431008,0.000000,0.000000,0.000000,0.000000
1755093431013,0.000000,0.000000,0.000000,0.000000
1755093431013,0.000000,0.000000,0.000000,0.000000
1755093431016,0.000000,0.000000,0.000000,0.000000
1755093431016,0.000000,0.000000,0.000000,0.000000
1755093431020,0.000000,0.000000,0.000000,0.000000
1755093431020,0.000000,0.000000,0.000000,0.000000
1755093431024,0.000000,0.000000,0.000000,0.000000
1755093431024,0.000000,0.000000,0.000000,0.000000
1755093431028,0.000000,0.000000,0.000000,0.000000
1755093431032,0.000000,0.000000,0.000000,0.000000
1755093431032,0.000000,0.000000,0.000000,0.000000
1755093431036,0.000000,0.000000,0.000000,0.000000
1755093431036,0.000000,0.000000,0.000000,0.000000
1755093431040,0.000000,0.000000,0.000000,0.000000
1755093431040,0.000000,0.000000,0.000000,0.000000
1755093431043,0.000000,0.000000,0.000000,0.000000
1755093431043,0.000000,0.000000,0.000000,0.000000
1755093431047,0.000000,0.000000,0.000000,0.000000
1755093431047,0.000000,0.000000,0.000000,0.000000
1755093431051,0.000000,0.000000,0.000000,0.000000
1755093431051,0.000000,0.000000,0.000000,0.000000
1755093431055,0.000000,0.000000,0.000000,0.000000
1755093431055,0.000000,0.000000,0.000000,0.000000
1755093431059,0.000000,0.000000,0.000000,0.000000
1755093431059,0.000000,0.000000,0.000000,0.000000
1755093431063,0.000000,0.000000,0.000000,0.000000
1755093431063,0.000000,0.000000,0.000000,0.000000
1755093431067,0.000000,0.000000,0.000000,0.000000
1755093431067,0.000000,0.000000,0.000000,0.000000
1755093431071,0.000000,0.000000,0.000000,0.000000
1755093431075,0.000000,0.000000,0.000000,0.000000
1755093431075,0.000000,0.000000,0.000000,0.000000
1755093431079,0.000000,0.000000,0.000000,0.000000
1755093431079,0.000000,0.000000,0.000000,0.000000
1755093431083,0.000000,0.000000,0.000000,0.000000
1755093431083,0.000000,0.000000,0.000000,0.000000
1755093431087,0.000000,0.000000,0.000000,0.000000
1755093431087,0.000000,0.000000,0.000000,0.000000
1755093431091,0.000000,0.000000,0.000000,0.000000
1755093431091,0.000000,0.000000,0.000000,0.000000
1755093431095,0.000000,0.000000,0.000000,0.000000
1755093431095,0.000000,0.000000,0.000000,0.000000
1755093431099,0.000000,0.000000,0.000000,0.000000
1755093431099,0.000000,0.000000,0.000000,0.000000
1755093431103,0.000000,0.000000,0.000000,0.000000
1755093431103,0.000000,0.000000,0.000000,0.000000
1755093431104,0.000000,0.000000,0.000000,0.000000
1755093431107,0.000000,0.000000,0.000000,0.000000
1755093431108,0.000000,0.000000,0.000000,0.000000
1755093431112,0.000000,0.000000,0.000000,0.000000
1755093431115,0.000000,0.000000,0.000000,0.000000
1755093431115,0.000000,0.000000,0.000000,0.000000
1755093431120,0.000000,0.000000,0.000000,0.000000
1755093431120,0.000000,0.000000,0.000000,0.000000
1755093431124,0.000000,0.000000,0.000000,0.000000
1755093431124,0.000000,0.000000,0.000000,0.000000
1755093431128,0.000000,0.000000,0.000000,0.000000
1755093431128,0.000000,0.000000,0.000000,0.000000
1755093431132,0.000000,0.000000,0.000000,0.000000
1755093431132,0.000000,0.000000,0.000000,0.000000
1755093431135,0.000000,0.000000,0.000000,0.000000
1755093431135,0.000000,0.000000,0.000000,0.000000
1755093431139,0.000000,0.000000,0.000000,0.000000
1755093431139,0.000000,0.000000,0.000000,0.000000
1755093431143,0.000000,0.000000,0.000000,0.000000
1755093431143,0.000000,0.000000,0.000000,0.000000
1755093431147,0.000000,0.000000,0.000000,0.000000
1755093431147,0.000000,0.000000,0.000000,0.000000
1755093431151,0.000000,0.000000,0.000000,0.000000
1755093431151,0.000000,0.000000,0.000000,0.000000
1755093431155,0.000000,0.000000,0.000000,0.000000
1755093431159,0.000000,0.000000,0.000000,0.000000
1755093431159,0.000000,0.000000,0.000000,0.000000
1755093431163,0.000000,0.000000,0.000000,0.000000
1755093431163,0.000000,0.000000,0.000000,0.000000
1755093431167,0.000000,0.000000,0.000000,0.000000
1755093431167,0.000000,0.000000,0.000000,0.000000
1755093431171,0.000000,0.000000,0.000000,0.000000
1755093431171,0.000000,0.000000,0.000000,0.000000
1755093431175,0.000000,0.000000,0.000000,0.000000
1755093431175,0.000000,0.000000,0.000000,0.000000
1755093431180,0.000000,0.000000,0.000000,0.000000
1755093431180,0.000000,0.000000,0.000000,0.000000
1755093431180,0.000000,0.000000,0.000000,0.000000
1755093431183,0.000000,0.000000,0.000000,0.000000
1755093431188,0.000000,0.000000,0.000000,0.000000
1755093431188,0.000000,0.000000,0.000000,0.000000
1755093431188,0.000000,0.000000,0.000000,0.000000
1755093431192,0.000000,0.000000,0.000000,0.000000
1755093431192,0.000000,0.000000,0.000000,0.000000
1755093431196,0.000000,0.000000,0.000000,0.000000
1755093431200,0.000000,0.000000,0.000000,0.000000
1755093431200,0.000000,0.000000,0.000000,0.000000
1755093431204,0.000000,0.000000,0.000000,0.000000
1755093431204,0.000000,0.000000,0.000000,0.000000
1755093431208,0.000000,0.000000,0.000000,0.000000
1755093431208,0.000000,0.000000,0.000000,0.000000
1755093431213,0.000000,0.000000,0.000000,0.000000
1755093431213,0.000000,0.000000,0.000000,0.000000
1755093431213,0.000000,0.000000,0.000000,0.000000
1755093431218,0.000000,0.000000,0.000000,0.000000
1755093431218,0.000000,0.000000,0.000000,0.000000
1755093431222,0.000000,0.000000,0.000000,0.000000
1755093431222,0.000000,0.000000,0.000000,0.000000
1755093431226,0.000000,0.000000,0.000000,0.000000
1755093431226,0.000000,0.000000,0.000000,0.000000
1755093431230,0.000000,0.000000,0.000000,0.000000
1755093431230,0.000000,0.000000,0.000000,0.000000
1755093431234,0.000000,0.000000,0.000000,0.000000
1755093431234,0.000000,0.000000,0.000000,0.000000
1755093431238,0.000000,0.000000,0.000000,0.000000
1755093431238,0.000000,0.000000,0.000000,0.000000
1755093431242,0.000000,0.000000,0.000000,0.000000
1755093431242,0.000000,0.000000,0.000000,0.000000
1755093431247,0.000000,0.000000,0.000000,0.000000
1755093431247,0.000000,0.000000,0.000000,0.000000
1755093431251,0.000000,0.000000,0.000000,0.000000
1755093431251,0.000000,0.000000,0.000000,0.000000
1755093431256,0.000000,0.000000,0.000000,0.000000
1755093431256,0.000000,0.000000,0.000000,0.000000
1755093431256,0.000000,0.000000,0.000000,0.000000
1755093431260,0.000000,0.000000,0.000000,0.000000
1755093431260,0.000000,0.000000,0.000000,0.000000
1755093431264,0.000000,0.000000,0.000000,0.000000
1755093431264,0.000000,0.000000,0.000000,0.000000
1755093431268,0.000000,0.000000,0.000000,0.000000
1755093431268,0.000000,0.000000,0.000000,0.000000
1755093431272,0.000000,0.000000,0.000000,0.000000
1755093431272,0.000000,0.000000,0.000000,0.000000
1755093431276,0.000000,0.000000,0.000000,0.000000
1755093431276,0.000000,0.000000,0.000000,0.000000
1755093431280,0.000000,0.000000,0.000000,0.000000
1755093431285,0.000000,0.000000,0.000000,0.000000
1755093431285,0.000000,0.000000,0.000000,0.000000
1755093431285,0.000000,0.000000,0.000000,0.000000
1755093431289,0.000000,0.000000,0.000000,0.000000
1755093431289,0.000000,0.000000,0.000000,0.000000
1755093431293,0.000000,0.000000,0.000000,0.000000
1755093431293,0.000000,0.000000,0.000000,0.000000
1755093431297,0.000000,0.000000,0.000000,0.000000
1755093431297,0.000000,0.000000,0.000000,0.000000
1755093431301,0.000000,0.000000,0.000000,0.000000
1755093431301,0.000000,0.000000,0.000000,0.000000
1755093431305,0.000000,0.000000,0.000000,0.000000
1755093431305,0.000000,0.000000,0.000000,0.000000
1755093431309,0.000000,0.000000,0.000000,0.000000
1755093431309,0.000000,0.000000,0.000000,0.000000
1755093431313,0.000000,0.000000,0.000000,0.000000
1755093431313,0.000000,0.000000,0.000000,0.000000
1755093431317,0.000000,0.000000,0.000000,0.000000
1755093431317,0.000000,0.000000,0.000000,0.000000
1755093431322,0.000000,0.000000,0.000000,0.000000
1755093431322,0.000000,0.000000,0.000000,0.000000
1755093431326,0.000000,0.000000,0.000000,0.000000
