timestamp,Rspeed,Lspeed,RControl,LControl
1754930465236,0.000000,0.000000,0.000000,0.000000
1754930465241,0.000000,0.000000,0.000000,0.000000
1754930465241,0.000000,0.000000,0.000000,0.000000
1754930465246,0.000000,0.000000,0.000000,0.000000
1754930465246,0.000000,0.000000,0.000000,0.000000
1754930465250,0.000000,0.000000,0.000000,0.000000
1754930465250,0.000000,0.000000,0.000000,0.000000
1754930465254,0.000000,0.000000,0.000000,0.000000
1754930465254,0.000000,0.000000,0.000000,0.000000
1754930465258,0.000000,0.000000,0.000000,0.000000
1754930465258,0.000000,0.000000,0.000000,0.000000
1754930465263,0.000000,0.000000,0.000000,0.000000
1754930465263,0.000000,0.000000,0.000000,0.000000
1754930465263,0.000000,0.000000,0.000000,0.000000
1754930465267,0.000000,0.000000,0.000000,0.000000
1754930465272,0.000000,0.000000,0.000000,0.000000
1754930465272,0.000000,0.000000,0.000000,0.000000
1754930465277,0.000000,0.000000,0.000000,0.000000
1754930465277,0.000000,0.000000,0.000000,0.000000
1754930465277,0.000000,0.000000,0.000000,0.000000
1754930465281,0.000000,0.000000,0.000000,0.000000
1754930465281,0.000000,0.000000,0.000000,0.000000
1754930465284,0.000000,0.000000,0.000000,0.000000
1754930465284,0.000000,0.000000,0.000000,0.000000
1754930465288,0.000000,0.000000,0.000000,0.000000
1754930465288,0.000000,0.000000,0.000000,0.000000
1754930465292,0.000000,0.000000,0.000000,0.000000
1754930465295,0.000000,0.000000,0.000000,0.000000
1754930465295,0.000000,0.000000,0.000000,0.000000
1754930465299,0.000000,0.000000,0.000000,0.000000
1754930465299,0.000000,0.000000,0.000000,0.000000
1754930465303,0.000000,0.000000,0.000000,0.000000
1754930465303,0.000000,0.000000,0.000000,0.000000
1754930465307,0.000000,0.000000,0.000000,0.000000
1754930465307,0.000000,0.000000,0.000000,0.000000
1754930465312,0.000000,0.000000,0.000000,0.000000
1754930465312,0.000000,0.000000,0.000000,0.000000
1754930465315,0.000000,0.000000,0.000000,0.000000
1754930465315,0.000000,0.000000,0.000000,0.000000
1754930465320,0.000000,0.000000,0.000000,0.000000
1754930465320,0.000000,0.000000,0.000000,0.000000
1754930465324,0.000000,0.000000,0.000000,0.000000
1754930465324,0.000000,0.000000,0.000000,0.000000
1754930465328,0.000000,0.000000,0.000000,0.000000
1754930465328,0.000000,0.000000,0.000000,0.000000
1754930465328,0.000000,0.000000,0.000000,0.000000
1754930465332,0.000000,0.000000,0.000000,0.000000
1754930465337,0.000000,0.000000,0.000000,0.000000
1754930465337,0.000000,0.000000,0.000000,0.000000
1754930465341,0.000000,0.000000,0.000000,0.000000
1754930465341,0.000000,0.000000,0.000000,0.000000
1754930465345,0.000000,0.000000,0.000000,0.000000
1754930465345,0.000000,0.000000,0.000000,0.000000
1754930465348,0.000000,0.000000,0.000000,0.000000
1754930465349,0.000000,0.000000,0.000000,0.000000
1754930465353,0.000000,0.000000,0.000000,0.000000
1754930465353,0.000000,0.000000,0.000000,0.000000
1754930465353,0.000000,0.000000,0.000000,0.000000
1754930465357,0.000000,0.000000,0.000000,0.000000
1754930465361,0.000000,0.000000,0.000000,0.000000
1754930465361,0.000000,0.000000,0.000000,0.000000
1754930465361,0.000000,0.000000,0.000000,0.000000
1754930465365,0.000000,0.000000,0.000000,0.000000
1754930465370,0.000000,0.000000,0.000000,0.000000
1754930465370,0.000000,0.000000,0.000000,0.000000
1754930465370,0.000000,0.000000,0.000000,0.000000
1754930465374,0.000000,0.000000,0.000000,0.000000
1754930465374,0.000000,0.000000,0.000000,0.000000
1754930465378,0.000000,0.000000,0.000000,0.000000
1754930465378,0.000000,0.000000,0.000000,0.000000
1754930465383,0.000000,0.000000,0.000000,0.000000
1754930465383,0.000000,0.000000,0.000000,0.000000
1754930465387,0.000000,0.000000,0.000000,0.000000
1754930465387,0.000000,0.000000,0.000000,0.000000
1754930465391,0.000000,0.000000,0.000000,0.000000
1754930465391,0.000000,0.000000,0.000000,0.000000
1754930465395,0.000000,0.000000,0.000000,0.000000
1754930465395,0.000000,0.000000,0.000000,0.000000
1754930465399,0.000000,0.000000,0.000000,0.000000
1754930465399,0.000000,0.000000,0.000000,0.000000
1754930465404,0.000000,0.000000,0.000000,0.000000
1754930465404,0.000000,0.000000,0.000000,0.000000
1754930465408,0.000000,0.000000,0.000000,0.000000
1754930465408,0.000000,0.000000,0.000000,0.000000
1754930465412,0.000000,0.000000,0.000000,0.000000
1754930465413,0.000000,0.000000,0.000000,0.000000
1754930465413,0.000000,0.000000,0.000000,0.000000
1754930465418,0.000000,0.000000,0.000000,0.000000
1754930465418,0.000000,0.000000,0.000000,0.000000
1754930465423,0.000000,0.000000,0.000000,0.000000
1754930465423,0.000000,0.000000,0.000000,0.000000
1754930465427,0.000000,0.000000,0.000000,0.000000
1754930465427,0.000000,0.000000,0.000000,0.000000
1754930465428,0.000000,0.000000,0.000000,0.000000
1754930465431,0.000000,0.000000,0.000000,0.000000
1754930465431,0.000000,0.000000,0.000000,0.000000
1754930465437,0.000000,0.000000,0.000000,0.000000
1754930465437,0.000000,0.000000,0.000000,0.000000
1754930465440,0.000000,0.000000,0.000000,0.000000
1754930465440,0.000000,0.000000,0.000000,0.000000
1754930465445,0.000000,0.000000,0.000000,0.000000
1754930465445,0.000000,0.000000,0.000000,0.000000
1754930465448,0.000000,0.000000,0.000000,0.000000
1754930465449,0.000000,0.000000,0.000000,0.000000
1754930465453,0.000000,0.000000,0.000000,0.000000
1754930465453,0.000000,0.000000,0.000000,0.000000
1754930465453,0.000000,0.000000,0.000000,0.000000
1754930465457,0.000000,0.000000,0.000000,0.000000
1754930465457,0.000000,0.000000,0.000000,0.000000
1754930465462,0.000000,0.000000,0.000000,0.000000
1754930465466,0.000000,0.000000,0.000000,0.000000
1754930465466,0.000000,0.000000,0.000000,0.000000
1754930465471,0.000000,0.000000,0.000000,0.000000
1754930465471,0.000000,0.000000,0.000000,0.000000
1754930465471,0.000000,0.000000,0.000000,0.000000
1754930465475,0.000000,0.000000,0.000000,0.000000
1754930465475,0.000000,0.000000,0.000000,0.000000
1754930465480,0.000000,0.000000,0.000000,0.000000
1754930465480,0.000000,0.000000,0.000000,0.000000
1754930465483,0.000000,0.000000,0.000000,0.000000
1754930465483,0.000000,0.000000,0.000000,0.000000
1754930465488,0.000000,0.000000,0.000000,0.000000
1754930465488,0.000000,0.000000,0.000000,0.000000
1754930465491,0.000000,0.000000,0.000000,0.000000
1754930465491,0.000000,0.000000,0.000000,0.000000
1754930465496,0.000000,0.000000,0.000000,0.000000
1754930465496,0.000000,0.000000,0.000000,0.000000
1754930465501,0.000000,0.000000,0.000000,0.000000
1754930465501,0.000000,0.000000,0.000000,0.000000
1754930465501,0.000000,0.000000,0.000000,0.000000
1754930465505,0.000000,0.000000,0.000000,0.000000
1754930465505,0.000000,0.000000,0.000000,0.000000
1754930465510,0.000000,0.000000,0.000000,0.000000
1754930465510,0.000000,0.000000,0.000000,0.000000
1754930465514,0.000000,0.000000,0.000000,0.000000
1754930465514,0.000000,0.000000,0.000000,0.000000
1754930465518,0.000000,0.000000,0.000000,0.000000
1754930465518,0.000000,0.000000,0.000000,0.000000
1754930465522,0.000000,0.000000,0.000000,0.000000
1754930465522,0.000000,0.000000,0.000000,0.000000
1754930465526,0.000000,0.000000,0.000000,0.000000
1754930465526,0.000000,0.000000,0.000000,0.000000
1754930465531,0.000000,0.000000,0.000000,0.000000
1754930465531,0.000000,0.000000,0.000000,0.000000
1754930465531,0.000000,0.000000,0.000000,0.000000
1754930465537,0.000000,0.000000,0.000000,0.000000
1754930465537,0.000000,0.000000,0.000000,0.000000
1754930465541,0.000000,0.000000,0.000000,0.000000
1754930465541,0.000000,0.000000,0.000000,0.000000
1754930465545,0.000000,0.000000,0.000000,0.000000
1754930465545,0.000000,0.000000,0.000000,0.000000
1754930465549,0.000000,0.000000,0.000000,0.000000
1754930465549,0.000000,0.000000,0.000000,0.000000
1754930465554,0.000000,0.000000,0.000000,0.000000
1754930465554,0.000000,0.000000,0.000000,0.000000
1754930465557,0.000000,0.000000,0.000000,0.000000
1754930465558,0.000000,0.000000,0.000000,0.000000
1754930465563,0.000000,0.000000,0.000000,0.000000
1754930465563,0.000000,0.000000,0.000000,0.000000
1754930465563,0.000000,0.000000,0.000000,0.000000
1754930465567,0.000000,0.000000,0.000000,0.000000
1754930465567,0.000000,0.000000,0.000000,0.000000
1754930465571,0.000000,0.000000,0.000000,0.000000
1754930465571,0.000000,0.000000,0.000000,0.000000
1754930465575,0.000000,0.000000,0.000000,0.000000
1754930465575,0.000000,0.000000,0.000000,0.000000
1754930465579,0.000000,0.000000,0.000000,0.000000
1754930465579,0.000000,0.000000,0.000000,0.000000
1754930465583,0.000000,0.000000,0.000000,0.000000
1754930465583,0.000000,0.000000,0.000000,0.000000
1754930465588,0.000000,0.000000,0.000000,0.000000
1754930465588,0.000000,0.000000,0.000000,0.000000
1754930465593,0.000000,0.000000,0.000000,0.000000
1754930465593,0.000000,0.000000,0.000000,0.000000
